stimulus_id,dynamics_rms_Mean,fluctuation_peak_PeakPosMean,fluctuation_centroid_Mean,rhythm_tempo_Mean,rhythm_attack_slope_Mean,spectral_centroid_Mean,spectral_brightness_Mean,spectral_spread_Mean,spectral_rolloff95_Mean,spectral_spectentropy_Mean,spectral_roughness_Mean,spectral_irregularity_Mean,spectral_mfcc_Mean_1,spectral_mfcc_Mean_2,spectral_mfcc_Mean_3,spectral_mfcc_Mean_4,spectral_mfcc_Mean_5,spectral_mfcc_Mean_6,spectral_mfcc_Mean_7,spectral_mfcc_Mean_8,spectral_mfcc_Mean_9,spectral_mfcc_Mean_10,spectral_mfcc_Mean_11,spectral_mfcc_Mean_13,timbre_zerocross_Mean,timbre_lowenergy_Mean,timbre_spectralflux_Mean,tonal_chromagram_peak_PeakPosMean,tonal_chromagram_centroid_Mean,tonal_keyclarity_Mean,tonal_mode_Mean,tonal_hcdf_Mean,target
3IT9g-IHkcE,0.810651,3.003229,4.251047,117.094686,3.970249,2882.505978,0.454217,3222.85702,9703.679946,0.775815,12876.024544,0.707032,2.355389,0.026245,0.3263,0.013035,-0.070041,0.083582,-0.102038,0.081982,0.045591,-0.00516,0.15211,-0.082232,1414.860884,0.567921,892.426201,64.754386,67.526687,0.426916,-0.020502,0.16843,mixed
3cZMIJq5gis,0.904704,4.42464,4.765293,122.656647,2.866416,3434.562398,0.510957,3733.634749,11311.959839,0.801373,24138.492805,0.586991,2.083786,-0.007245,0.363501,0.004949,0.058176,0.134136,-0.002745,0.098122,-0.06326,0.073012,-0.01356,-0.063519,1666.054889,0.516295,898.994531,61.24983,67.01353,0.416769,-0.01117,0.167799,mixed
3ysC1-foJT4,0.958209,4.533197,4.940014,136.156502,4.072554,4009.911193,0.555266,3950.699979,11827.925198,0.811049,38651.117852,0.746979,1.686569,0.259278,0.455718,0.013837,0.010923,0.051772,0.060471,-0.096991,0.001663,0.021813,0.041913,-0.036844,2016.587302,0.493056,854.319175,59.707927,66.033231,0.462267,-0.011415,0.149851,girls
4Hl1wINuquM,0.862954,3.827593,3.969322,132.646128,1.875454,3397.082607,0.475773,3721.774009,10936.111987,0.783063,17186.02536,0.489964,2.206495,0.268484,0.163623,0.032573,0.13055,0.046993,0.050416,0.01642,-0.034288,-0.017422,-0.018231,0.094902,1538.055358,0.543648,744.79865,57.597315,64.673817,0.498182,-0.015246,0.126566,mixed
4e-j6uyqKxI,0.970482,4.809603,4.662945,141.584945,4.454291,3424.209129,0.571548,3374.440466,10227.032361,0.812782,34763.652393,0.724977,1.54155,-0.168087,0.219219,-0.113965,0.129344,-0.07672,0.139286,0.148969,-0.278277,0.015079,-0.135909,0.025773,1889.94898,0.40051,875.934524,62.955214,68.454424,0.557244,0.016066,0.150402,girls
4fMS076F8pU,0.946952,3.944511,4.00843,120.831453,2.70779,3787.98761,0.593709,3856.286562,11804.036617,0.789463,11587.399541,0.823747,1.077184,-0.293706,0.706692,0.351395,0.30983,0.078879,-0.054579,-0.024936,0.033362,-0.01284,0.026413,-0.05432,1977.510408,0.525396,853.525456,61.583278,68.009017,0.531902,-0.033017,0.150062,girls
4ih5OAZKZQA,0.882621,3.749602,4.105613,109.672747,2.905045,2370.089695,0.47756,2649.078089,7732.445457,0.756204,22689.103658,0.69041,2.01859,-0.42403,0.623122,-0.072793,0.203441,0.105835,0.078135,0.067272,0.025044,0.055731,0.05647,0.040615,1272.481481,0.509877,882.767901,59.540434,66.97834,0.397565,-0.002408,0.163562,mixed
04ww4xZ8pH4,0.892719,2.067813,4.116113,127.280983,3.642473,4020.930003,0.614384,4029.562651,12758.349209,0.832277,23816.267662,0.472218,1.092145,-0.361715,0.510414,-0.122511,0.135281,0.060811,0.175476,0.015917,0.068492,-0.042951,0.138904,0.064788,2109.707835,0.423639,702.520907,54.624207,65.683894,0.390121,-0.003409,0.169064,mixed
5P9kXntCLPw,0.931194,2.481127,4.011758,147.134091,3.778416,3916.466526,0.611867,3813.196131,11999.973989,0.838466,35511.194692,0.615119,1.233805,0.11062,0.482351,0.07934,0.136418,0.168816,0.161752,0.05462,0.112873,0.134126,-0.052569,-0.085276,2104.773609,0.543338,934.747306,58.749609,66.128298,0.491978,0.005751,0.157877,mixed
5RVqzWqVpME,0.89241,3.761508,4.376737,117.85437,2.541975,3703.714761,0.533776,3951.303188,11957.280583,0.781238,10514.010329,0.687987,1.445055,0.156829,0.433971,0.029257,0.147508,-0.038819,0.035541,-0.144496,-0.104051,0.027151,0.055187,0.157765,1637.70903,0.521739,922.476651,65.468456,67.609051,0.415856,-0.015747,0.169005,mixed
5cU-BzR-fek,0.850985,3.995873,3.953178,119.370105,3.718386,3196.67939,0.527734,3221.275617,9697.688948,0.788234,18748.68029,0.710041,1.607196,0.101079,0.211017,0.08464,0.069411,0.08978,0.090455,-0.076213,0.089577,0.003917,0.064882,0.032855,1697.47929,0.556213,944.585039,64.625124,67.550084,0.397441,-0.008671,0.160829,mixed
5fxq9sCyMqM,0.917312,4.144972,4.517419,113.81386,4.967328,4079.998802,0.583191,3631.950987,11428.326988,0.808479,62374.446174,0.77277,1.759448,-0.161564,0.359646,-0.332659,0.056173,-0.07703,0.05686,-0.070405,-0.172572,-0.057132,-0.071844,-0.094329,2610.635538,0.457847,1046.375779,68.753838,70.979695,0.410816,-0.022996,0.163526,mixed
5o0l0bpeTaQ,0.864185,3.427262,4.546795,107.266555,2.800888,3745.011924,0.547425,3743.785485,11559.486052,0.817335,16009.308411,0.521391,1.883241,0.442873,0.163058,-0.033888,-0.049882,-0.02317,0.078379,0.06538,0.072524,-0.003927,0.008916,0.041384,2034.961598,0.565284,911.080824,62.899267,66.223164,0.451078,-0.011769,0.167824,mixed
6NL_inUJ-yE,0.883527,3.711472,4.001027,124.655313,3.153914,3588.051601,0.542903,3604.182372,11329.966402,0.794046,35107.216941,0.625882,1.715829,0.216683,0.604707,-0.160234,0.406558,0.063119,0.188582,-0.029887,0.060589,-0.026298,0.098155,-0.116699,1815.245327,0.490654,861.487106,61.210134,67.884811,0.464793,0.000411,0.154546,girls
6Pv0_aeYoCE,0.865113,4.272991,4.175947,114.125292,3.872201,3669.63783,0.569719,3468.725481,10948.855651,0.797462,21057.967481,0.777591,1.419476,-0.024966,0.380575,-0.135747,0.202654,0.047589,0.040217,-0.015708,-0.072146,-0.023364,-0.011568,0.110201,2158.387097,0.552258,963.021531,66.075501,69.2648,0.454501,-0.020155,0.168676,mixed
06_OXzp1jh0,0.810695,4.500971,4.03266,108.461785,3.353323,3232.694349,0.533712,3214.714872,9915.620901,0.783841,18016.589598,0.643425,1.460677,0.13856,0.42152,0.042655,0.074942,0.186234,-0.000525,-0.031715,0.074944,-0.071144,0.057403,-0.041027,1766.436782,0.565517,908.112115,62.368069,67.46064,0.386886,-0.021826,0.170559,mixed
6cYp20jojU0,0.852077,3.143706,4.09258,115.713901,7.143732,2954.391079,0.461374,3242.061155,9811.591629,0.762464,19369.810353,0.7487,1.869246,0.184131,0.418136,-0.1601,0.138634,0.122517,-0.107311,0.153754,-0.006234,0.047006,-0.023423,-0.098382,1406.774194,0.483871,976.202168,64.112994,67.363852,0.355825,-0.00929,0.157494,mixed
6q8reMr7gNA,0.947449,3.935646,4.74557,107.930427,5.099115,4260.32172,0.608046,3992.37826,11761.191504,0.829732,38092.514317,0.624412,1.659433,0.395352,0.669844,-0.179395,0.157647,0.159576,0.089689,-0.096214,0.030948,-0.087132,0.078696,0.086218,2473.266932,0.47676,863.255339,56.855946,65.825991,0.558598,-0.010345,0.14978,mixed
6sKnzn9diL8,0.901143,5.279993,4.01117,108.418088,5.857574,3274.32579,0.485739,3598.351866,10806.367932,0.763595,21166.898126,0.851812,1.81978,0.356171,0.381367,0.078008,0.152038,-0.054337,0.126628,0.012675,0.051049,-0.124632,-0.089799,-0.196473,1462.331691,0.453202,855.42573,66.431925,68.594253,0.441537,-0.007889,0.171802,girls
6yR2CgfoRbo,0.903445,4.929222,3.934876,137.148707,3.113684,3048.296961,0.479708,3483.165386,10746.672654,0.752136,19697.684154,0.996527,1.859837,0.13762,0.354786,-0.174537,0.361514,-0.186323,0.09076,-0.096706,-0.158571,-0.091507,-0.155915,-0.150099,1288.624,0.5264,799.111805,71.377113,70.084017,0.460557,-0.012389,0.165882,girls
7ZEF-H-Cyno,0.899832,4.116401,4.562853,145.986448,3.582282,2955.238584,0.522837,3097.285278,9457.061599,0.781838,20586.577941,0.727888,1.727542,-0.451551,0.443973,-0.398189,0.130231,-0.014762,0.016501,0.064747,0.007739,-0.000402,0.107237,0.0556,1593.534799,0.556777,991.132195,68.522182,70.41551,0.414212,-0.002801,0.167904,mixed
7bB2elKsUFE,0.928555,4.111991,4.074566,126.824797,4.505146,3386.631544,0.424157,3749.759156,11199.762228,0.759091,21298.87266,0.969689,2.890577,0.450036,0.450828,-0.192279,0.262647,-0.064961,0.1395,0.190419,-0.059705,0.029701,-0.077529,-0.103193,1637.839586,0.486417,784.639507,60.373134,65.800923,0.452366,-0.023191,0.160012,girls
8Dq2peBijDw,0.947862,3.880834,4.204081,124.346372,3.472622,2329.762366,0.397163,2740.765552,7786.25514,0.753513,29592.146101,0.678405,2.624198,-0.065079,0.243575,0.014114,0.068862,-0.092696,-0.110444,0.066548,-0.151519,-0.034048,0.015354,0.184962,1219.634146,0.520906,931.03194,65.548789,67.244716,0.483082,0.002208,0.15147,mixed
8D5akawtCjg,0.892526,4.163983,4.156862,132.214463,3.870599,3974.670977,0.584504,3826.118716,11923.005403,0.814324,24150.974618,0.791951,1.390721,0.109095,0.398605,-0.177777,0.121885,-0.008131,0.024705,-0.107349,0.009486,-0.086666,-0.050236,0.013887,2081.432258,0.491613,905.592973,64.911008,68.936054,0.430434,-0.004813,0.161493,girls
8Zc4RGbyQ8g,0.757341,3.957061,4.41689,129.928773,2.484121,2372.379817,0.377452,2848.989426,8337.140391,0.74706,24250.15469,0.491829,2.784349,0.054358,0.235006,-0.031701,0.040986,-0.09437,-0.057901,-0.123301,0.009624,0.040941,-0.050129,0.059952,1320.828829,0.616216,686.981319,62.040057,66.360779,0.494635,-0.008244,0.140391,mixed
8hm_SPwqUw4,0.92483,2.53451,4.09872,117.710535,3.960764,4155.512853,0.607803,3954.686066,12333.97029,0.827979,35290.044292,0.695606,1.3985,0.182873,0.450246,-0.091442,0.198667,-0.039724,0.008481,0.0522,-0.079929,0.030073,0.001846,0.025177,2436.582447,0.465426,898.186388,65.039142,68.933282,0.521945,0.014116,0.152825,girls
8lAb35KuYVw,0.954757,1.318007,4.023643,121.567722,5.000392,2549.247609,0.469415,2872.018942,8450.031207,0.761212,41481.175421,0.5998,1.833614,-0.234885,0.777979,0.033935,0.287882,0.334255,-0.04001,0.261608,0.201101,0.196081,0.005953,0.104628,1183.843188,0.392031,850.155418,50.676547,62.663564,0.423492,0.003123,0.141632,mixed
8m1YNv41CKc,0.926618,2.611819,4.05832,115.962061,3.479302,3810.14018,0.603521,3654.52645,11408.999634,0.806614,26093.76545,0.751263,1.318092,0.286269,0.702855,0.037303,0.201393,0.145184,0.133127,0.043678,0.09169,-0.078323,0.021329,-0.03597,2168.743961,0.434783,916.899598,61.556338,67.772936,0.446585,-0.022584,0.157178,girls
8x2cXDumjKU,0.859275,2.477449,4.026782,124.585212,4.284765,3969.719132,0.621,3628.723137,11537.885071,0.819487,18346.251478,0.846577,1.299053,-0.039772,0.254033,-0.032908,0.050435,-0.154977,0.024097,-0.009638,-0.110958,-0.126491,-0.149068,0.057691,2272.880524,0.523732,909.341864,70.884744,71.858233,0.509833,-0.001479,0.16102,girls
8y6pDQTKjrk,0.965146,3.772804,4.609535,160.891451,5.802393,3843.80588,0.56236,3784.785221,11753.343773,0.825024,64699.691257,0.635729,1.782941,0.316954,0.413394,0.167491,0.130784,0.175379,0.055495,0.001298,-0.068596,-0.009362,0.013588,0.026691,2190.285344,0.472114,970.967973,59.644831,65.819766,0.492072,-0.031882,0.156917,mixed
9-RTErCdQCY,0.921247,3.684831,4.321134,111.093876,3.941805,3657.729283,0.594308,3458.189951,10771.810905,0.821443,31904.656819,0.695012,1.225674,-0.395078,0.103742,-0.132035,0.033102,0.116738,0.032042,-0.009017,-0.067039,-0.062045,-0.072551,0.001886,2093.59443,0.48738,908.073227,67.744107,70.657044,0.458619,-0.03807,0.150851,girls
9cy0NymlDV0,0.823533,3.981489,4.343735,123.981662,2.079262,3497.178299,0.579228,3195.458591,9860.299562,0.767598,11866.172495,0.640388,1.315097,0.007046,0.183796,-0.289706,0.061342,-0.281297,-0.026474,-0.210068,-0.150642,-0.094152,-0.068873,-0.049237,2062.428198,0.563969,824.021896,74.065464,73.157774,0.479259,-0.014036,0.15643,girls
9lIP11Pbu10,0.846603,4.29592,4.774751,130.25175,4.238072,3064.914125,0.52824,3176.214238,9296.255829,0.775852,13673.340454,0.665285,1.54486,-0.06188,0.387981,-0.195506,0.069539,-0.140715,-0.23677,-0.072036,-0.136636,0.032407,0.109054,0.044764,1380.104167,0.602431,864.906175,66.511724,68.975506,0.477601,-0.036552,0.147316,girls
9rz8E3s3CUY,0.92837,3.770133,4.038896,111.239225,4.155684,3906.757131,0.587029,3559.287064,10978.277267,0.80142,27486.045668,0.730168,1.394641,0.113492,0.444842,-0.154,0.336052,-0.085537,0.087987,0.015793,-0.03059,0.039424,-0.121859,0.081245,2310.67734,0.463054,843.797369,63.39333,67.479652,0.457371,-0.015937,0.153067,girls
11tm3fB0E2g,0.938474,4.320912,4.187909,121.498578,4.353825,3494.26253,0.529367,3466.659686,10533.78457,0.796209,41170.677597,0.736392,1.880545,-0.090504,0.417346,-0.00379,0.016034,0.241693,0.063641,0.044615,0.071052,0.034737,0.104624,0.093459,1899.94702,0.447682,922.648418,57.876569,65.35659,0.421644,-0.013002,0.15847,mixed
27vHKP9QsqU,0.912837,3.904687,4.224209,128.456959,4.591616,3543.512701,0.580666,3735.700952,11635.425423,0.804915,25144.517351,0.807156,1.67619,-0.001263,0.901039,-0.08377,0.227149,0.13689,0.181879,0.027221,0.061452,-0.067892,-0.014086,-0.196921,1754.764268,0.411911,798.575926,61.199801,67.137502,0.567454,-0.010063,0.121392,girls
33BwTrRpbR0,0.922419,3.714626,4.062677,127.989305,5.198633,3165.929825,0.483011,3299.098041,10144.174605,0.779534,29695.550454,0.701142,1.966521,0.352716,0.642029,-0.004477,0.184583,0.107967,0.107926,-0.046066,-0.038112,0.024029,0.042967,0.038454,1644.075286,0.500818,946.814442,61.804275,65.945028,0.475593,-0.030675,0.170812,girls
39QOYRNmfjg,0.985209,4.004281,4.722238,121.562222,5.752648,3069.774118,0.449683,3537.142644,10251.50806,0.777612,30297.714624,0.603158,1.958455,0.421705,0.436099,0.140895,0.365321,0.278491,0.126796,0.137888,0.110355,0.081941,0.091386,0.037175,1335.902778,0.459325,847.854717,51.602889,61.756396,0.516189,-0.021837,0.151961,mixed
42wqjpxHMdA,0.841876,3.223588,4.168139,118.134092,2.873954,3363.964937,0.542584,3490.409222,10787.647978,0.793651,20005.17179,0.658763,1.527505,0.047017,0.517689,-0.169227,0.217977,-0.156566,0.204719,-0.107552,-0.000673,-0.018349,0.029076,-0.016216,1748.753247,0.579221,935.578809,63.658004,68.495334,0.443374,-0.018366,0.152162,mixed
48EkYd1GFhY,0.833465,3.921157,4.098865,118.977265,3.404065,3637.034196,0.615806,3137.922514,9849.551303,0.815886,40539.201246,0.561976,1.455349,-0.423653,0.205318,-0.090543,0.111009,0.073405,-0.115301,0.076212,0.042983,-0.038413,0.039285,-0.061936,2349.430052,0.549223,879.711914,65.451546,69.951853,0.418273,-0.019078,0.165531,mixed
79j4Qnyb7dg,0.856831,3.818329,4.761476,108.899384,3.585361,2837.835153,0.42008,3094.219383,9018.680402,0.736461,17534.617655,0.7538,2.637382,0.311182,0.641381,-0.061418,0.187825,-0.07726,0.048622,-0.032681,0.053983,-0.024913,0.050283,-0.036415,1688.613861,0.586634,765.577724,61.513137,65.873368,0.513081,-0.008916,0.158577,mixed
84Q-XLh3fAY,0.791361,3.044079,4.036322,113.622928,2.542717,3412.933401,0.545094,3380.003672,10456.509634,0.762817,9013.481842,0.698498,1.552002,-0.00356,0.712598,0.159315,0.12121,-0.148134,-0.145946,-0.143983,-0.092844,-0.000887,0.080362,0.087164,1781.558753,0.601918,861.52858,68.990074,70.806397,0.433128,-0.013002,0.169662,girls
87MVxvFBVqo,0.948875,2.594151,4.034013,130.854368,3.726736,3399.437445,0.553426,3514.385548,10817.78542,0.79753,22436.822173,0.857896,1.359024,-0.246843,0.095576,-0.061528,0.282841,0.078286,0.239025,-0.023037,-0.044795,-0.102584,-0.017829,0.03662,1646.90815,0.460543,784.804537,65.195988,68.789655,0.506057,-0.01932,0.151969,girls
705VQvekdx8,0.852747,2.961401,4.020374,134.240283,5.44258,3240.379351,0.478372,3595.01947,10896.926829,0.760533,22158.82717,0.656704,1.961435,0.051763,0.636189,0.051601,0.242579,0.006708,0.209033,0.107268,-0.020508,-0.085124,-0.109278,0.043535,1502.082645,0.487603,796.74419,58.490295,65.469123,0.455846,-0.012714,0.146848,mixed
972oFsnpDmE,0.940744,3.990756,4.114075,120.663477,6.047006,3752.723144,0.561308,3651.645471,11268.777478,0.803483,33352.324703,0.906696,1.901728,0.023229,0.483747,0.093636,0.106532,-0.000907,-0.009687,0.014198,-0.078038,-0.081476,-0.078642,0.018738,2125.49806,0.491591,976.073186,66.492506,69.674186,0.500713,0.002697,0.162265,girls
