stimulus_id,dynamics_rms_Mean,fluctuation_peak_PeakPosMean,fluctuation_centroid_Mean,rhythm_tempo_Mean,rhythm_attack_slope_Mean,spectral_centroid_Mean,spectral_brightness_Mean,spectral_spread_Mean,spectral_rolloff95_Mean,spectral_spectentropy_Mean,spectral_roughness_Mean,spectral_irregularity_Mean,spectral_mfcc_Mean_1,spectral_mfcc_Mean_2,spectral_mfcc_Mean_3,spectral_mfcc_Mean_4,spectral_mfcc_Mean_5,spectral_mfcc_Mean_6,spectral_mfcc_Mean_7,spectral_mfcc_Mean_8,spectral_mfcc_Mean_9,spectral_mfcc_Mean_10,spectral_mfcc_Mean_11,spectral_mfcc_Mean_13,timbre_zerocross_Mean,timbre_lowenergy_Mean,timbre_spectralflux_Mean,tonal_chromagram_peak_PeakPosMean,tonal_chromagram_centroid_Mean,tonal_keyclarity_Mean,tonal_mode_Mean,tonal_hcdf_Mean,target
LZm_wAgLSFE,0.87823,4.690272,4.912836,118.892905,3.136762,3599.584858,0.535599,3593.448695,11135.785808,0.795205,27923.998027,0.682596,1.821324,-0.177284,0.478897,-0.112477,0.270038,0.112453,0.259776,0.052954,-0.01374,0.057284,0.068064,-0.011994,2133.414634,0.603659,912.064851,61.392582,67.296528,0.48588,0.0103,0.166802,girls
L_k7TXQ2Tmw,0.942143,4.118032,4.71925,118.909779,3.740353,3675.544819,0.602131,3424.075801,10569.119182,0.806744,31178.99973,0.793419,1.152868,0.179814,0.58268,-0.176777,0.283457,-0.036367,0.085592,-0.047326,0.029257,-0.042364,-0.058313,-0.094275,2113.412564,0.504244,930.41878,63.856523,68.377359,0.470362,-0.007405,0.157512,mixed
Lb1VBf2Fykc,0.868778,1.662401,4.012579,123.781281,3.12649,3699.732756,0.576175,3766.38461,11854.842717,0.822634,20844.731259,0.576722,1.195159,0.317337,0.572045,0.180785,0.187145,0.143824,0.065048,0.01417,0.144859,0.146316,0.028444,0.102209,1861.089109,0.535891,792.589006,55.968317,64.114724,0.460488,-0.002526,0.149809,mixed
LgDsU1GONwI,0.853688,3.566795,4.101433,115.65547,4.19843,3805.701581,0.597623,3515.212061,11051.213497,0.805021,20896.68658,0.732275,1.456932,0.10625,0.24577,-0.214561,0.157467,-0.136837,0.144298,-0.066597,-0.081688,-0.160535,0.041658,0.082653,2251.062718,0.501742,965.764773,69.608269,70.322568,0.438535,-0.013624,0.172724,mixed
Lo_x8RN_x2Y,0.883415,3.876696,4.005832,123.490801,4.220591,2592.273132,0.48826,2513.162466,7214.498871,0.760129,42121.220201,0.505192,1.649319,0.234837,0.344178,0.373303,-0.03394,0.115808,0.119189,0.0819,0.066746,0.062752,-0.007017,-0.010227,1522.145499,0.37238,727.759874,57.864756,64.8492,0.538001,-0.000959,0.161418,mixed
L90gLiPafb4,0.951387,4.31757,4.795116,119.960854,4.81198,4152.043641,0.642884,3706.667441,11675.521716,0.833867,31175.916141,0.978711,1.033978,0.488829,0.528323,-0.056797,0.11839,0.09221,0.219493,0.035761,0.017175,-0.062919,0.063539,-0.034808,2323.289689,0.417349,964.426272,62.805718,67.230693,0.42213,-0.010105,0.156522,mixed
M-ErishbROk,0.96925,4.110707,4.125825,103.758144,4.032221,2803.042127,0.4987,3139.972735,9529.512491,0.78122,29285.528238,0.676278,1.754565,0.148711,0.827499,0.049315,0.045663,0.220588,0.00564,0.068931,0.133175,0.025982,0.038617,0.071579,1303.115727,0.437191,914.690338,56.320508,64.517653,0.437794,-0.022677,0.159541,mixed
MUq2VCSi-bs,0.941854,4.290543,4.308601,112.442362,4.216055,4104.012777,0.558157,4089.049837,12400.262041,0.830065,25318.227894,0.74711,1.898514,0.224956,0.144255,0.210363,0.127044,0.043332,-0.01595,0.129199,0.011704,0.021343,-0.027477,-0.044012,2143.649001,0.516073,931.300802,60.709457,66.196186,0.480203,-0.013912,0.149558,mixed
MbDAn99yLwA,0.793364,3.945914,4.432233,141.332315,1.745864,2908.540881,0.477044,3121.104236,9421.378695,0.758461,6768.589586,0.531929,2.185614,-0.099494,0.331806,-0.182015,0.077125,-0.282316,-0.108498,-0.104227,-0.115873,-0.162007,-0.1599,-0.099442,1497.772622,0.595128,869.670256,69.599266,71.756762,0.504424,-0.012172,0.164086,mixed
Mjrbh-vceUE,0.884838,1.552039,4.058958,124.739987,5.128952,3202.256384,0.487612,3355.220686,10368.689236,0.770383,24586.863486,0.882233,2.01887,0.208669,0.36789,0.290375,0.036953,0.224882,0.003864,0.237922,0.066743,-0.048975,0.034148,-0.054439,1651.214286,0.445238,860.943063,60.171606,66.164196,0.429596,-0.027878,0.151111,girls
MzsYGbir9i4,0.862283,4.078788,4.021181,126.250775,3.180408,2991.659865,0.538005,3063.350333,9288.939233,0.784338,41793.103846,0.726702,1.585081,0.198971,0.574162,-0.165762,-0.16975,-0.061483,-0.091056,-0.116583,0.046199,0.013547,0.051195,0.040024,1532.698675,0.440397,894.686277,67.493248,69.387004,0.405081,-0.013257,0.159673,mixed
M7FLctp7tMk,0.916771,2.901504,3.983394,114.798174,5.223454,3055.978186,0.534719,3178.394938,9641.356892,0.787976,40383.019892,0.679546,1.862249,-0.188548,0.698241,-0.043933,-0.044591,0.234858,-0.239919,0.05716,0.162011,0.031367,0.028197,0.039942,1654.87055,0.464401,942.099444,61.087524,67.555278,0.470429,-0.021159,0.164556,girls
NHcDF9wyXpM,0.913008,3.98248,4.200611,120.42194,4.058412,2697.870143,0.513483,2787.626743,8399.897974,0.772908,20114.718769,0.766619,1.830403,-0.290113,0.446271,0.167223,0.03014,-0.083633,0.133473,-0.000175,0.039354,0.106253,0.019574,0.125278,1491.905232,0.508391,971.281178,64.198366,68.199014,0.434398,-0.020115,0.165881,mixed
NLBZzszOhx0,0.915398,3.251021,3.957483,117.493911,2.232559,2018.771553,0.401764,2461.677938,6791.567754,0.745543,38134.561546,0.551351,2.427572,-0.3112,0.493956,0.077372,0.042949,0.053992,0.028217,-0.011655,0.069002,0.074535,0.031026,0.050073,1153.592033,0.552198,665.546837,55.242244,64.080322,0.611519,0.001956,0.11327,mixed
NW9w3nKtjO4,0.89293,3.995469,3.916968,104.726741,3.289532,3225.08406,0.596837,2863.266153,8731.659214,0.787865,34431.521551,0.670154,1.274242,0.090313,0.657948,-0.184832,0.243503,-0.003208,0.236796,-0.157246,0.03381,-0.115852,-0.004835,-0.119576,2243.001631,0.536705,830.316067,62.6357,69.04062,0.574902,-0.009876,0.144564,girls
Nvc5N3L3yjA,0.934899,2.651049,3.879474,146.113791,4.830753,3597.665394,0.511351,3912.653438,11789.338387,0.784132,15662.315602,0.739707,1.868121,0.005833,0.259953,-0.122123,0.081309,-0.033463,0.077943,0.182008,0.004506,0.01862,0.072851,-0.232842,1570.640394,0.535304,654.225988,61.838158,66.947677,0.580725,-0.011898,0.136167,girls
OdDQthpq2Xo,0.910069,3.135691,4.790878,127.386706,4.889355,3206.795126,0.537311,3203.575219,9664.63716,0.790703,25628.636765,0.639991,1.438367,0.18373,0.507277,0.447868,0.064662,0.13543,0.192252,0.115043,0.073628,0.128301,0.018098,0.137257,1630.425532,0.484452,922.147201,58.984405,65.146516,0.427246,-0.012437,0.166896,girls
OrXJVDkRmis,0.922665,5.767597,4.587529,127.242332,5.517817,3127.748071,0.573394,3186.0441,9703.803406,0.804214,49782.805503,0.634946,1.163755,-0.069341,0.462068,0.077216,0.329706,0.163889,0.199233,0.111314,0.213291,0.05943,0.066591,0.049768,1722.627646,0.504359,782.450181,52.974409,64.587778,0.44109,-0.001199,0.14224,mixed
Or8zUkmZGNc,0.87954,4.417411,4.156031,123.620282,3.39179,3318.870816,0.548817,3158.112374,9651.53159,0.790242,21152.684693,0.804141,1.806236,-0.230287,0.439267,-0.124998,0.258288,-0.097669,0.001536,-0.07561,-0.076298,-0.041872,-0.015684,0.060594,2047.96129,0.56129,1020.523092,70.500512,71.082725,0.460126,-0.00875,0.166402,mixed
OxNe4IUIVk4,0.956938,4.308796,4.793451,132.481402,5.540005,4484.034782,0.616427,4095.369089,12197.075487,0.820208,39846.847909,0.573499,1.192688,0.687106,0.74655,0.074326,0.247396,0.006688,0.042267,-0.039447,0.02323,-0.024665,0.07911,0.034928,2262.199224,0.468305,771.482189,53.937213,64.825854,0.459647,0.002357,0.140287,girls
PN1BbPGS_RQ,0.933865,4.108099,4.067175,143.104848,3.850742,3489.384959,0.541363,3484.536421,10703.422147,0.802109,29606.686778,0.689138,1.725515,0.040423,0.252351,-0.306889,0.068037,-0.091508,0.130809,-0.070133,0.040767,-0.030295,-0.028342,-0.00746,1774.303136,0.470383,892.18217,65.969209,69.175486,0.505748,0.007646,0.155876,girls
PjA-VYesTtw,0.917936,2.945898,4.159233,125.144685,5.338302,4246.927636,0.644005,3352.421199,10419.043925,0.809312,66079.853681,0.843209,0.940487,0.393085,0.092657,0.364552,0.154704,0.170689,0.097005,0.000861,0.083154,0.260789,0.14613,0.047398,2698.144499,0.44335,958.023851,61.698328,66.533423,0.420545,-0.022264,0.158073,mixed
PowcVq11vCg,0.886967,4.57539,4.172959,118.724249,4.241589,2706.791185,0.470968,2897.343809,8432.748172,0.762485,28046.401188,0.563377,2.126939,0.004326,0.797967,0.122175,0.074061,0.229972,-0.117369,-0.002513,0.051556,-0.025927,-0.001163,0.044642,1415.432099,0.493827,870.241551,58.636855,65.544132,0.410954,-0.0186,0.156128,mixed
P1TUfuacr-s,0.869246,2.242677,4.092858,111.924382,3.099615,3355.791633,0.540029,3358.993334,10198.180213,0.799966,29125.631688,0.750985,1.466571,-0.082998,0.274864,-0.202655,0.27933,-0.05274,0.101691,-0.12862,-0.046813,-0.071539,-0.015912,0.043624,1740.671642,0.559701,949.956467,66.217529,69.524373,0.37365,-0.012496,0.160875,mixed
QPABdbp7RFw,0.89627,3.915286,4.151679,117.79574,4.047099,3573.45077,0.476012,3889.640339,11588.548556,0.766657,17271.241758,0.745952,2.08218,0.326708,0.420947,0.052802,0.251328,0.080098,0.101743,0.036253,-0.008294,0.10466,0.059762,0.014999,1697.189324,0.492911,841.418582,60.831337,65.085943,0.453547,-0.00996,0.174218,girls
QV2snXd5ZlQ,0.940484,2.202169,4.184168,131.570259,3.941723,3555.181488,0.550316,3589.355423,10611.949761,0.792241,24153.326114,0.744765,1.506413,-0.128644,0.614769,-0.076416,0.090328,0.075077,0.193911,0.04611,0.05265,-0.096663,0.032734,-0.046807,1685.67474,0.488754,843.195924,58.601292,66.388031,0.49091,-0.012618,0.1597,girls
QhM5cqvPfb0,0.864749,3.710765,4.245423,120.714676,4.910259,2479.491678,0.460323,2651.635434,7778.516774,0.757506,17356.948344,0.656226,1.911248,-0.005599,0.426389,0.085333,0.174122,-0.026388,-0.01915,0.014816,0.03071,0.017608,0.001368,0.035282,1283.442088,0.520392,941.543968,61.84058,66.695671,0.379537,-0.01354,0.149465,mixed
QjMA3hc_PVA,0.894169,1.546183,4.099363,131.153364,2.708547,3046.024333,0.508224,3223.330922,9689.412984,0.799676,25772.188405,0.596151,1.827364,0.384091,0.486882,0.034226,0.122221,0.027942,0.037527,0.042275,-0.012876,-0.039415,0.022047,0.066924,1702.1522,0.541023,778.416782,57.5962,64.987258,0.490138,-0.000464,0.157008,girls
QqonAr7ajPg,0.933494,3.478177,4.215293,120.025143,3.332256,3231.623908,0.524461,3507.76508,10760.099235,0.80488,27880.884515,0.717897,1.675594,0.263509,0.338403,0.103249,0.244272,-0.003393,0.128187,-0.082771,0.075921,-0.10694,0.065691,-0.004469,1621.41286,0.48731,902.725287,61.168551,66.839667,0.49637,-0.004864,0.154075,mixed
Q1OhEKfG4N0,0.887975,2.597172,4.506088,135.042711,4.95993,3740.097701,0.537019,3614.008652,11245.722086,0.788333,16272.745863,0.77345,1.947181,0.252531,0.376438,0.106075,0.02221,0.07137,-0.09145,-0.011916,-0.088501,-0.042731,-0.082511,-0.072471,2184.888337,0.544665,914.49186,65.816176,68.800937,0.446346,-0.01517,0.157501,girls
Q59nlktSIkw,0.835159,4.071333,4.088481,126.577736,2.730792,2986.441072,0.456677,3498.210404,10848.878961,0.762574,13286.92996,0.681443,2.337441,-0.217506,0.425121,0.137801,0.206198,-0.002284,0.195933,-0.012866,-0.127419,-0.144558,-0.098414,-0.005141,1439.32766,0.589787,813.634615,65.658966,68.828101,0.491889,0.002167,0.159284,girls
RBB1cYpAFbc,0.922212,4.250484,4.146197,106.586961,3.815261,3291.902335,0.570295,3347.768189,10564.817748,0.818261,44085.336818,0.662207,1.515243,0.068917,0.622151,-0.019953,0.184386,-0.051172,0.03159,0.015137,-0.081994,0.096742,0.003856,0.148388,1864.533451,0.492958,901.483722,63.027368,68.266158,0.48469,-0.013494,0.158306,mixed
RIotfIo1Blc,0.920633,3.571229,4.153949,106.041348,4.12481,3336.890206,0.546834,3454.848316,10410.148619,0.811262,47842.775629,0.55561,1.673187,0.065876,0.541797,0.198248,0.248321,0.084735,0.110189,0.082904,-0.008146,0.087991,0.022554,0.062179,1712.098446,0.514249,880.109274,54.696438,64.471024,0.497249,-0.013744,0.152115,mixed
RKhuCkwN-HQ,0.920475,4.828971,4.144762,130.387798,3.938714,3204.838878,0.494165,3402.131102,10250.984854,0.782817,29503.12014,0.689738,1.864583,0.053117,0.220487,-0.10137,0.221544,-0.022184,0.088491,-0.090667,0.093696,0.00661,0.175313,0.065976,1623.615257,0.416252,847.941478,61.434478,67.460574,0.450707,-0.027513,0.146276,girls
RWhvhHg8JnU,0.891743,2.628748,3.937885,121.388804,3.782379,3714.912683,0.565996,3582.010821,11218.641756,0.800804,24867.436672,0.824659,1.51357,0.3749,0.353461,-0.013145,0.282998,-0.172606,-0.040592,0.026146,-0.088597,-0.129585,-0.147142,-0.068007,2032.755498,0.536869,869.776301,66.631525,68.947744,0.512164,-0.003078,0.157283,mixed
R3nQ2yAqag4,0.757307,4.003819,4.084935,140.71305,4.224447,2719.618425,0.471444,3184.752349,9194.966863,0.747616,13111.043553,0.420065,0.937578,0.0295,0.379728,-0.025257,0.158771,-0.109781,0.045974,-0.041194,0.001995,-0.033678,0.125248,0.057702,652.47927,0.472637,599.833624,55.869242,64.780904,0.261456,-0.007851,0.163498,girls
SFDQWY3IQ6A,0.913136,3.619777,4.044506,108.561154,3.82298,3109.291694,0.508977,3509.06441,10890.915934,0.79464,23860.843845,0.709316,1.857618,0.019772,0.726932,0.160695,0.067716,0.113124,0.004293,-0.079053,-0.029607,0.066497,0.130852,0.126942,1427.684347,0.469599,923.393828,60.19618,65.650056,0.399713,-0.019621,0.161071,mixed
SXkaG2VNqbE,0.878441,2.734267,4.053349,135.952918,3.11872,2941.15906,0.430783,3498.454827,10726.679223,0.745277,17226.275016,0.742692,2.662815,0.239136,0.621627,-0.143535,-0.32026,-0.30964,-0.16484,-0.015851,0.017518,-0.02976,0.114365,0.047458,1560.474632,0.569558,772.825908,66.221333,68.645927,0.475876,0.005027,0.150487,girls
SeLZVNxsX2w,0.888866,1.514804,3.914072,113.934693,2.900424,4438.193031,0.621233,3967.117312,12256.238778,0.838195,42362.627286,0.634689,1.433691,-0.027202,0.296959,-0.067237,0.206033,0.015258,-0.045333,-0.098859,-0.060347,-0.056425,0.079151,-0.047408,2797.699005,0.523632,982.632531,63.613896,68.276153,0.399096,-0.008287,0.156117,mixed
SlYasXQ36eE,0.886209,6.138521,4.383924,166.205061,4.667231,2252.699624,0.359402,3023.661229,8667.939697,0.73202,26790.079233,0.454716,2.510797,0.131558,0.485742,0.130883,0.208994,0.014529,0.03319,0.024352,0.087276,0.125938,0.007285,0.020661,907.7954,0.528152,712.83502,53.82151,62.83939,0.530526,-0.003835,0.141495,mixed
S6qGevXNPaw,0.879375,2.72506,4.186863,117.847214,4.671443,2985.622936,0.507779,3226.577211,9892.198929,0.785143,21001.364632,0.770966,1.83916,-0.16843,0.348031,0.059762,0.008955,0.149985,0.070254,-0.000734,0.051407,0.068829,-0.00861,0.028378,1478.34817,0.514342,940.365022,61.062896,67.246991,0.425911,-0.021606,0.138731,mixed
THOQ7SmlwJc,0.8429,4.015024,4.585532,136.241062,2.265717,3314.740357,0.519985,3577.494615,10867.349388,0.787455,24237.307944,0.565449,1.45072,-0.309771,0.147737,0.050698,0.161861,0.09717,0.022461,-0.035389,-0.083265,-0.043997,0.058336,0.1107,1398.168317,0.589109,687.695408,63.157639,67.104411,0.45858,-0.017057,0.152279,mixed
TLdsiPBq3IE,0.919232,4.049336,4.341831,111.960921,5.871028,3867.468685,0.568744,3630.35323,11354.681396,0.810876,48275.438126,0.790986,1.642363,0.542167,0.530216,-0.044215,0.114828,0.053631,-0.01084,0.108447,-0.135751,-0.074178,-0.050852,-0.062694,2108.036007,0.405892,969.104662,59.090318,65.771211,0.459114,-0.010466,0.144956,mixed
Tk7PvxU93oA,0.915907,5.234529,4.131232,121.656355,3.827139,3205.033922,0.590171,3140.577999,9721.133156,0.789597,37746.538815,0.808311,1.406779,-0.223734,0.257109,-0.047752,-0.125524,-0.179052,-0.035282,-0.188211,0.027299,0.040583,-0.086044,-0.006483,2005.862069,0.471264,930.868202,71.773142,72.428262,0.489566,-0.021102,0.164791,mixed
Tubf9a3Asxw,0.827882,3.960936,4.307474,120.050482,2.70112,4675.614653,0.648568,3858.693497,12080.786425,0.836039,35627.00392,0.461878,1.188467,0.444034,0.532616,0.319139,0.095595,0.205202,0.030653,0.141217,0.05029,0.040155,-0.002835,0.03221,2805.657216,0.551546,928.581149,62.242582,66.300348,0.390422,-0.008326,0.161901,mixed
UZCoc30OxOE,0.902873,3.871664,4.116391,112.193238,3.585052,3548.204529,0.508597,3803.626591,11512.205997,0.78,11948.731577,0.792625,1.496072,0.003827,0.097724,-0.123104,0.211616,-0.167336,0.010358,-0.19863,-0.150495,-0.04485,0.114952,0.122667,1493.692115,0.548185,897.930261,63.056915,67.635281,0.432103,-0.019348,0.166758,mixed
U8w09p6T8r4,0.928897,4.219687,4.052487,143.155028,4.066404,2559.344802,0.483353,2878.517182,8244.515499,0.769722,33014.243775,0.513536,1.968841,-0.260062,0.787278,-0.099117,0.317926,-0.007084,0.286972,-0.182895,-0.017776,0.074144,0.009974,0.008212,1378.068783,0.459436,692.670476,55.982174,64.744679,0.50508,-0.027303,0.142744,mixed
VFXSd8qc7Xk,0.937268,3.988169,4.833352,118.749453,4.72038,3897.472829,0.608259,3469.370421,10951.932277,0.820197,62856.460792,0.666677,1.328605,0.193595,0.373739,-0.088727,-0.043906,0.312761,0.083898,0.157714,0.032054,-0.058302,0.015173,-0.165321,2287.704715,0.480149,999.730671,61.591176,67.421433,0.406075,-0.017252,0.159848,mixed
VIqv8YRVDuY,0.897346,3.40924,4.059488,109.434798,3.222987,3210.39623,0.509572,3437.940755,10589.267578,0.787894,30580.257354,0.728789,2.030118,-0.105393,0.502926,-0.030766,0.18174,-0.102041,0.163139,-0.019435,0.085067,-0.077396,0.081444,-0.004138,1679.281915,0.522606,920.938985,63.725824,68.378969,0.499105,0.014278,0.157897,girls
VhOKmLf9JY8,0.916488,4.058546,4.158725,125.722265,5.06034,3193.186351,0.478049,3606.453633,11135.382556,0.786321,25572.537779,0.76121,2.446132,-0.1775,0.449158,0.201486,-0.134396,0.22218,-0.143281,0.065631,0.053043,0.100365,-0.001048,-0.077328,1554.287565,0.512953,970.163234,61.712442,67.034314,0.452382,-0.01503,0.154538,mixed
V5-Q-DY8WFM,0.917993,3.094061,4.421579,125.616015,2.661513,3844.47721,0.554328,4025.550138,12180.887546,0.826248,25338.7661,0.616134,1.849986,0.18137,0.470787,0.214233,0.227116,-0.031287,0.014901,-0.145085,-0.057554,-0.183363,-0.072419,-0.002093,1944.088006,0.595458,739.425825,62.679387,67.403765,0.586782,-0.036265,0.136788,mixed
WYtavoRz-Jc,0.879769,3.633629,4.449432,109.761425,2.022804,2951.589343,0.519516,3128.696332,9368.095695,0.794175,24887.986641,0.576088,1.545683,0.237371,0.570157,0.126424,0.095722,-0.005345,0.189834,0.031624,-0.000568,0.124622,0.03883,0.164536,1495.338107,0.571201,825.218282,54.35169,63.832974,0.421095,-0.022759,0.158137,mixed
WZr7t3DXYsA,0.969109,4.530154,4.144714,124.4554,5.290034,4218.612569,0.561075,4062.987237,12268.381471,0.816058,37354.148876,0.675322,1.593528,0.705557,0.296316,0.037974,0.044563,-0.000127,0.035255,-0.149258,-0.029654,-0.099121,-0.164222,-0.054068,2179.793014,0.442432,859.939981,59.054109,65.583031,0.525019,-0.001914,0.147304,girls
WiZbb-QOStc,0.946678,3.668077,4.881464,125.267025,3.228953,2797.588972,0.371537,3420.721946,10248.385696,0.717957,28814.775292,0.76784,2.455646,0.474391,0.656195,0.3223,0.236548,0.310413,0.079144,0.0782,0.034453,0.14088,0.123204,0.142906,1202.26601,0.453202,770.338331,54.378748,60.8902,0.435493,-0.012945,0.155348,girls
WkkrKcyoiA4,0.867385,3.440506,4.482765,115.210073,3.66861,3409.437739,0.503672,3549.77664,10826.518301,0.784156,16032.728654,0.635185,2.057246,0.297752,0.508205,0.143186,0.025203,0.375222,-0.010418,-0.18648,-0.182564,-0.150313,-0.06803,0.061755,1721.428571,0.550493,929.50776,63.208759,66.80195,0.437095,-0.017374,0.161163,mixed
WnkUUi5AwQo,0.915199,4.118832,4.110882,134.504011,1.092111,2967.094254,0.474559,3407.151841,10260.36457,0.786288,12216.36806,0.561633,1.926459,0.103228,0.203501,-0.068277,0.03851,0.051817,-0.03653,-0.075395,-0.052608,-0.169094,-0.009271,-0.033039,1199.72093,0.454264,647.014227,63.251247,67.378081,0.534625,-0.011777,0.135362,girls
WroQbOL8Vpw,0.932365,3.122497,4.057784,129.356296,3.506494,3806.499757,0.55306,3679.105465,11344.59711,0.789609,24036.44411,0.84724,1.493148,0.626746,0.664042,0.021851,0.216266,0.050966,0.180206,0.081701,-0.032152,-0.040271,0.04225,-0.029917,2086.378467,0.464927,909.278957,61.261042,65.202968,0.464117,-0.029632,0.15031,girls
XDf_J2ajI7Q,0.905959,3.431667,4.416904,134.272294,2.822417,4239.329173,0.620838,3763.075595,11765.210592,0.825946,29768.081458,0.639012,1.321944,-0.116293,0.071207,-0.028743,0.09564,0.041641,0.033334,-0.187791,-0.03432,0.069005,-0.026232,-0.002183,2676.171096,0.553987,977.26768,62.858263,68.398216,0.436577,-0.024666,0.174693,mixed
XcdNtsFiLi4,0.898931,4.272724,4.204488,119.016544,3.994588,3467.586898,0.557858,3651.308006,11186.391357,0.776229,17197.533298,0.856391,1.147118,-0.040098,0.271826,-0.023404,0.224134,-0.11917,-0.056617,-0.096315,-0.080938,-0.035467,0.056186,0.078856,1649.852217,0.536946,924.768722,69.353771,69.269952,0.451258,-0.018995,0.162704,girls
Xh-dQTJAaqE,0.937231,3.26821,4.350932,129.612659,5.07581,4034.465891,0.613931,3737.468102,11615.389437,0.837675,37343.53884,0.753895,1.2394,0.342257,0.311841,0.011102,0.000431,0.097642,0.103092,0.104997,0.070118,0.007536,0.049126,-0.008433,2221.764706,0.44806,913.918488,61.693653,67.07726,0.421933,-0.00694,0.1618,mixed
Xxw3AwS7_o8,0.819919,3.915536,4.137748,111.592505,3.266429,3216.324241,0.531926,3097.339122,9301.102012,0.779225,28418.477546,0.580496,1.773055,-0.110408,0.268751,0.052838,0.187662,0.032594,-0.158656,-0.023675,0.130482,-0.017913,-0.009404,0.029268,1983.085106,0.606383,808.524752,64.671081,69.528405,0.494762,0.005258,0.14363,mixed
YOaA1JMpq-0,0.850978,5.853879,4.22454,125.283909,1.812557,3141.752665,0.504649,3285.30275,9842.177089,0.769075,23071.078705,0.602719,1.999322,0.245245,0.503405,0.274616,0.126744,-0.031657,0.235756,-0.001027,-0.129576,-0.100346,-0.08124,-0.100017,1730.337922,0.624531,852.709606,64.062747,68.246608,0.611408,0.017747,0.163696,girls
Y_TqObDvE24,0.89969,2.883584,3.899891,129.297474,4.274737,3002.771907,0.488161,3439.180056,10607.633699,0.776261,31809.894504,0.770882,2.275011,-0.016561,0.837889,-0.02504,0.146973,0.093539,0.043674,0.031589,-0.020889,-0.181461,-0.030679,-0.038618,1427.799672,0.477833,874.734454,62.575717,67.838827,0.517118,-0.000412,0.161602,girls
YlE0pteWuR8,0.652208,3.268947,4.356363,131.205041,4.187153,4970.628761,0.665951,3883.448867,12006.356924,0.811764,27882.425008,0.260404,0.414845,0.37067,0.214816,0.184812,0.090063,0.153785,0.054828,0.033198,0.045332,0.094103,0.083679,0.057321,2807.508651,0.66263,660.057482,54.093474,64.435478,0.374245,-0.012631,0.281582,mixed
YwJMELJf754,0.899533,3.943558,4.581208,126.910887,4.107077,2683.381853,0.461984,3035.164361,8699.727791,0.770157,19473.102086,0.688511,1.91935,-0.107305,0.231856,0.092797,0.261564,0.042217,0.062929,0.085913,0.106918,-0.024785,-0.072802,0.05825,1321.729519,0.521456,909.839592,55.786228,64.371332,0.432658,-0.006199,0.162584,mixed
ZGYsE6m0YtY,0.912711,4.125036,4.151331,124.673128,5.011385,3181.516485,0.501593,3297.623468,10078.334484,0.767937,21632.695656,0.915181,1.981048,-0.068082,0.432868,-0.02491,0.120531,-0.0121,0.079601,0.127648,0.008541,-0.064369,0.081376,-0.096292,1750.543338,0.481242,900.637599,64.339856,68.979986,0.460674,-0.017747,0.153267,girls
ZHYihxwUzbM,0.930059,3.597779,4.147515,122.047632,3.78437,3700.500968,0.542589,3771.616853,11443.645196,0.811108,35924.261864,0.743328,1.631361,0.678878,0.266057,0.006911,0.29205,0.057176,0.29466,-0.014673,-0.049628,-0.039486,-0.071361,-0.1053,1832.410596,0.487417,890.811275,59.257322,64.76743,0.432497,-0.021026,0.154072,mixed
ZNF7nCHCuEo,0.911982,2.753228,4.107054,122.320032,4.214993,3366.543252,0.521151,3527.778616,10691.415094,0.790357,23797.973058,0.701374,1.829846,-0.229944,0.3616,-0.004103,0.059657,-0.001358,0.090926,0.024436,-0.096742,-0.05122,-0.02203,-0.094108,1777.888799,0.525383,879.522449,63.540181,68.037034,0.473952,-0.009586,0.158516,girls
ZaWRrNOseg4,0.841238,4.002197,4.060186,116.398397,2.753305,3398.117566,0.479369,3601.338351,10900.717529,0.761524,15098.49105,0.696785,1.946598,0.224451,0.331319,-0.030338,0.016343,-0.020558,0.051501,0.125529,-0.035185,-0.109524,0.040588,0.010576,1633.928287,0.572908,864.438001,66.510673,68.804644,0.406881,-0.017663,0.173521,mixed
Z3JQHGaRQ7I,0.900499,4.557242,4.866217,113.966456,2.80845,3022.730688,0.478312,3289.659442,10038.349368,0.78524,21830.461966,0.746345,2.215965,-0.211399,0.325565,-0.15278,0.229531,-0.03078,0.088363,-0.017856,-0.075894,-0.096935,-0.047977,0.086396,1672.29202,0.567063,971.77649,62.776954,67.166073,0.472903,-0.027013,0.166809,mixed
Z8klTI0cAiA,0.914239,4.12556,4.448008,126.996696,2.887925,3464.205798,0.58045,3390.448816,10393.130555,0.799622,30873.012639,0.789191,1.457817,-0.083012,0.454787,-0.139402,0.237795,-0.046208,0.248693,0.096976,0.10101,-0.029339,-0.003968,-0.096529,1844.170772,0.52381,842.502464,64.226206,69.898308,0.496337,-0.001813,0.16206,girls
_KXsBwbeaSY,0.870236,4.26172,4.250575,125.88221,2.307117,3805.658582,0.489847,4024.389406,12086.190152,0.772068,13734.323491,0.629507,1.876804,0.443897,0.484013,0.104605,0.337025,0.1271,-0.093378,-0.074864,-0.119066,-0.074048,-0.050182,0.019901,1651.476109,0.605802,831.257533,62.558108,65.782974,0.445863,-0.005417,0.150331,mixed
