stimulus_id,dynamics_rms_Mean,fluctuation_peak_PeakPosMean,fluctuation_peak_PeakMagMean,fluctuation_centroid_Mean,rhythm_tempo_Mean,rhythm_attack_time_Mean,rhythm_attack_slope_Mean,spectral_centroid_Mean,spectral_brightness_Mean,spectral_spread_Mean,spectral_kurtosis_Mean,spectral_rolloff95_Mean,spectral_rolloff85_Mean,spectral_spectentropy_Mean,spectral_flatness_Mean,spectral_roughness_Mean,spectral_irregularity_Mean,spectral_mfcc_Mean_1,spectral_mfcc_Mean_2,spectral_mfcc_Mean_3,spectral_mfcc_Mean_4,spectral_mfcc_Mean_5,spectral_mfcc_Mean_6,spectral_mfcc_Mean_7,spectral_mfcc_Mean_8,spectral_mfcc_Mean_9,spectral_mfcc_Mean_10,spectral_mfcc_Mean_11,spectral_mfcc_Mean_12,spectral_mfcc_Mean_13,timbre_zerocross_Mean,timbre_lowenergy_Mean,timbre_spectralflux_Mean,tonal_chromagram_peak_PeakPosMean,tonal_chromagram_centroid_Mean,tonal_keyclarity_Mean,tonal_mode_Mean,tonal_hcdf_Mean,target
K2JvLAtwVcY,0.865506,3.272403,1717.863513,4.593971,113.590231,0.089683,5.446174,2738.041961,0.456418,2977.629358,11.197075,8935.104598,5095.022596,0.768425,0.105388,52743.943934,0.487963,2.402371,-0.23722,0.458451,0.141564,0.065269,0.074877,0.093855,0.026505,0.035234,-0.034551,-0.032008,0.050733,0.012701,1527.139364,0.502037,765.142884,51.609615,63.304627,0.416307,-0.022014,0.15275,boys
K8KoD8249XE,0.913326,2.6199,2239.675417,3.953157,131.190432,0.077867,4.905634,3152.190584,0.518061,3331.727091,6.158215,10213.330078,6401.861572,0.793434,0.12195,16101.04695,0.843906,1.593107,0.01202,0.440753,0.194472,0.111832,-0.082758,0.012688,-0.056167,0.113029,-0.058163,-0.044417,-0.13049,-0.165062,1546.464812,0.446809,876.927436,63.778,67.467456,0.413716,-0.023142,0.157979,boys
LEmyGcnBMms,0.905902,3.97677,2251.557913,4.767714,133.273581,0.075258,3.55869,3891.946796,0.614058,3685.698771,4.893268,11579.144627,7748.140689,0.830337,0.142624,50463.903177,0.627238,1.347055,0.086042,0.572204,0.117897,0.166439,0.035417,0.117747,0.037102,-0.062522,0.08608,0.002686,0.071909,0.037995,2270.293638,0.48124,967.234007,56.307642,65.251168,0.45806,-0.019707,0.141702,mixed
LVmmGDCgDu8,0.91754,4.227891,1294.557614,4.121269,115.873109,0.075455,4.129689,3298.59144,0.582358,3115.981237,6.41353,9551.256885,6353.686837,0.810553,0.114392,45605.16777,0.673492,1.424431,-0.025478,0.374659,0.047218,0.147383,0.037981,0.055876,0.16406,0.105753,0.051374,0.020751,0.018174,-0.005984,1984.579517,0.505412,979.477145,64.033768,68.213217,0.419486,-0.001409,0.161305,boys
LYVEt97fWLM,0.91795,1.604901,1788.741472,4.095259,132.388406,0.088052,3.158841,3558.898817,0.605886,3121.877323,11.922084,9614.177484,6590.055006,0.793008,0.10372,86245.142649,0.550965,1.315722,0.073237,0.721711,0.00192,0.342931,0.094177,0.091567,0.244291,0.011951,0.093463,0.020945,0.054197,0.044297,2283.592737,0.538262,882.680949,58.226921,67.863264,0.480316,-0.042497,0.164112,mixed
L_k7TXQ2Tmw,0.942143,4.118032,1609.117218,4.71925,118.909779,0.07752,3.740353,3675.544819,0.602131,3424.075801,6.341158,10569.119182,7157.453457,0.806744,0.129297,31178.99973,0.793419,1.152868,0.179814,0.58268,-0.176777,0.283457,-0.036367,0.085592,-0.047326,0.029257,-0.042364,-0.058313,-0.182489,-0.094275,2113.412564,0.504244,930.41878,63.856523,68.377359,0.470362,-0.007405,0.157512,mixed
Lb1VBf2Fykc,0.868778,1.662401,2659.710704,4.012579,123.781281,0.092165,3.12649,3699.732756,0.576175,3766.38461,4.591708,11854.842717,7729.412278,0.822634,0.14373,20844.731259,0.576722,1.195159,0.317337,0.572045,0.180785,0.187145,0.143824,0.065048,0.01417,0.144859,0.146316,0.028444,0.079237,0.102209,1861.089109,0.535891,792.589006,55.968317,64.114724,0.460488,-0.002526,0.149809,mixed
LgDsU1GONwI,0.853688,3.566795,4000.002891,4.101433,115.65547,0.093365,4.19843,3805.701581,0.597623,3515.212061,6.122354,11051.213497,7255.822732,0.805021,0.14095,20896.68658,0.732275,1.456932,0.10625,0.24577,-0.214561,0.157467,-0.136837,0.144298,-0.066597,-0.081688,-0.160535,0.041658,-0.085864,0.082653,2251.062718,0.501742,965.764773,69.608269,70.322568,0.438535,-0.013624,0.172724,mixed
LmmNeskIG-c,0.802371,3.87655,1830.723705,4.034526,122.638097,0.136338,1.853636,2876.509827,0.433885,3295.567993,10.57503,9722.833374,5664.075806,0.765832,0.123007,7730.395513,0.541157,2.274903,0.140837,0.148148,-0.056346,-0.026024,-0.031051,0.149055,0.059465,0.159891,0.019523,-0.028685,-0.123853,0.047213,1420.686353,0.634477,849.328967,66.03978,67.434664,0.477304,-0.018835,0.161091,boys
Lnbrdx2iNZQ,0.943594,4.531112,1079.005836,4.455514,125.086051,0.074027,1.985806,3597.133781,0.584269,3456.932813,5.463577,10690.714387,7199.767217,0.823645,0.12801,32587.181079,0.608004,1.422672,0.197147,0.550411,0.018954,0.123946,0.101855,0.061627,0.093836,0.11589,0.144982,0.060388,0.047088,-0.045415,2139.365482,0.522843,926.458205,58.595412,65.718452,0.453645,-0.021218,0.160035,boys
LnsUJ5qlJi4,0.878638,4.763021,2160.868289,4.057813,124.460266,0.121429,4.396008,4748.951534,0.6432,4032.340044,3.107086,12424.31612,9528.460387,0.847978,0.161936,113668.339263,0.740253,1.433271,0.110084,0.261382,0.209621,-0.008675,0.112558,-0.077607,-0.012385,-0.017362,0.056883,-0.03388,0.037121,0.033941,2811.704918,0.559016,926.926194,63.469508,68.266793,0.414593,-0.024708,0.170822,boys
Lo_x8RN_x2Y,0.883415,3.876696,2838.397975,4.005832,123.490801,0.07929,4.220591,2592.273132,0.48826,2513.162466,11.196369,7214.498871,5093.282058,0.760129,0.058194,42121.220201,0.505192,1.649319,0.234837,0.344178,0.373303,-0.03394,0.115808,0.119189,0.0819,0.066746,0.062752,-0.007017,0.013519,-0.010227,1522.145499,0.37238,727.759874,57.864756,64.8492,0.538001,-0.000959,0.161418,mixed
Lt5lr8mebNY,0.88731,1.502723,1762.181516,4.044956,170.615067,0.103414,2.601856,3463.797789,0.538337,3857.796866,6.000283,11673.23598,7717.95447,0.788513,0.149785,18086.119407,0.547985,1.74364,-0.048807,0.279679,0.563159,0.41133,-0.002441,0.106328,0.249092,0.193771,-0.018896,-0.034718,0.163449,0.140836,1517.132937,0.559524,633.591554,56.057345,63.264548,0.560421,-0.013342,0.137338,boys
L90gLiPafb4,0.951387,4.31757,1862.534275,4.795116,119.960854,0.074512,4.81198,4152.043641,0.642884,3706.667441,3.809594,11675.521716,8241.578017,0.833867,0.139692,31175.916141,0.978711,1.033978,0.488829,0.528323,-0.056797,0.11839,0.09221,0.219493,0.035761,0.017175,-0.062919,0.063539,-0.066971,-0.034808,2323.289689,0.417349,964.426272,62.805718,67.230693,0.42213,-0.010105,0.156522,mixed
M-ErishbROk,0.96925,4.110707,1444.615483,4.125825,103.758144,0.065467,4.032221,2803.042127,0.4987,3139.972735,7.746681,9529.512491,5596.667307,0.78122,0.109925,29285.528238,0.676278,1.754565,0.148711,0.827499,0.049315,0.045663,0.220588,0.00564,0.068931,0.133175,0.025982,0.038617,0.060488,0.071579,1303.115727,0.437191,914.690338,56.320508,64.517653,0.437794,-0.022677,0.159541,mixed
MUq2VCSi-bs,0.941854,4.290543,1316.797228,4.308601,112.442362,0.079793,4.216055,4104.012777,0.558157,4089.049837,3.956938,12400.262041,8848.982527,0.830065,0.151453,25318.227894,0.74711,1.898514,0.224956,0.144255,0.210363,0.127044,0.043332,-0.01595,0.129199,0.011704,0.021343,-0.027477,0.023024,-0.044012,2143.649001,0.516073,931.300802,60.709457,66.196186,0.480203,-0.013912,0.149558,mixed
MbDAn99yLwA,0.793364,3.945914,2168.157414,4.432233,141.332315,0.13402,1.745864,2908.540881,0.477044,3121.104236,9.920715,9421.378695,5483.174187,0.758461,0.113114,6768.589586,0.531929,2.185614,-0.099494,0.331806,-0.182015,0.077125,-0.282316,-0.108498,-0.104227,-0.115873,-0.162007,-0.1599,-0.226634,-0.099442,1497.772622,0.595128,869.670256,69.599266,71.756762,0.504424,-0.012172,0.164086,mixed
MzsYGbir9i4,0.862283,4.078788,2394.959883,4.021181,126.250775,0.087377,3.180408,2991.659865,0.538005,3063.350333,8.430084,9288.939233,5679.548415,0.784338,0.109023,41793.103846,0.726702,1.585081,0.198971,0.574162,-0.165762,-0.16975,-0.061483,-0.091056,-0.116583,0.046199,0.013547,0.051195,0.022716,0.040024,1532.698675,0.440397,894.686277,67.493248,69.387004,0.405081,-0.013257,0.159673,mixed
NHcDF9wyXpM,0.913008,3.98248,1659.845387,4.200611,120.42194,0.083509,4.058412,2697.870143,0.513483,2787.626743,9.666788,8399.897974,5077.313965,0.772908,0.094504,20114.718769,0.766619,1.830403,-0.290113,0.446271,0.167223,0.03014,-0.083633,0.133473,-0.000175,0.039354,0.106253,0.019574,-0.006766,0.125278,1491.905232,0.508391,971.281178,64.198366,68.199014,0.434398,-0.020115,0.165881,mixed
NLBZzszOhx0,0.915398,3.251021,1054.086783,3.957483,117.493911,0.097642,2.232559,2018.771553,0.401764,2461.677938,15.833742,6791.567754,3824.511906,0.745543,0.075182,38134.561546,0.551351,2.427572,-0.3112,0.493956,0.077372,0.042949,0.053992,0.028217,-0.011655,0.069002,0.074535,0.031026,0.05321,0.050073,1153.592033,0.552198,665.546837,55.242244,64.080322,0.611519,0.001956,0.11327,mixed
NOpz_7iEGD4,0.855251,5.668887,1428.879331,4.609977,107.8207,0.183167,2.398386,2095.540557,0.322949,2805.604051,16.76632,7850.847949,4297.381348,0.715218,0.083563,26719.404835,0.466014,2.732444,-0.077591,0.445811,0.13254,0.102633,0.144261,0.12845,-0.116435,0.116067,0.054054,0.095394,0.160282,0.03383,1092.747604,0.530351,455.091686,55.459074,62.481835,0.689904,0.04129,0.120543,boys
Njz2KfUZ36o,0.938539,2.894658,1268.17261,4.024907,100.057779,0.070141,2.269754,3938.320321,0.603123,3808.806454,4.271332,11608.65588,8227.730839,0.839481,0.147456,27013.811535,0.559029,1.178424,-0.040873,0.084209,0.03554,0.187132,0.062031,0.116517,0.024659,0.062216,0.059438,0.024766,0.021417,0.031821,1986.177908,0.57087,727.93942,53.924143,65.673177,0.461761,-0.028095,0.141122,boys
O-h2PeR39PI,0.908547,3.644797,1990.675513,4.876057,113.602518,0.078767,4.308575,2656.20769,0.55602,2703.223254,10.264527,8140.677519,4875.553575,0.79547,0.080101,45803.484733,0.612673,1.601662,-0.592699,0.54418,0.01993,0.060198,0.167478,-0.047998,0.034032,0.097107,-0.023666,0.046947,0.010031,-0.021535,1685.917355,0.489256,958.158076,63.925804,68.714202,0.425327,-0.015028,0.156103,boys
OrXJVDkRmis,0.922665,5.767597,2769.862696,4.587529,127.242332,0.072386,5.517817,3127.748071,0.573394,3186.0441,6.749945,9703.803406,6229.447998,0.804214,0.117052,49782.805503,0.634946,1.163755,-0.069341,0.462068,0.077216,0.329706,0.163889,0.199233,0.111314,0.213291,0.05943,0.066591,0.024076,0.049768,1722.627646,0.504359,782.450181,52.974409,64.587778,0.44109,-0.001199,0.14224,mixed
Or8zUkmZGNc,0.87954,4.417411,2025.64616,4.156031,123.620282,0.093882,3.39179,3318.870816,0.548817,3158.112374,7.615076,9651.53159,6202.705481,0.790242,0.11324,21152.684693,0.804141,1.806236,-0.230287,0.439267,-0.124998,0.258288,-0.097669,0.001536,-0.07561,-0.076298,-0.041872,-0.015684,-0.105441,0.060594,2047.96129,0.56129,1020.523092,70.500512,71.082725,0.460126,-0.00875,0.166402,mixed
PjA-VYesTtw,0.917936,2.945898,2478.147391,4.159233,125.144685,0.063,5.338302,4246.927636,0.644005,3352.421199,6.405724,10419.043925,7694.543478,0.809312,0.130605,66079.853681,0.843209,0.940487,0.393085,0.092657,0.364552,0.154704,0.170689,0.097005,0.000861,0.083154,0.260789,0.14613,-0.068734,0.047398,2698.144499,0.44335,958.023851,61.698328,66.533423,0.420545,-0.022264,0.158073,mixed
PlFJmhRZsc8,0.878836,3.838217,1432.308654,4.730836,110.016419,0.1057,2.532366,4457.529483,0.634491,3927.704926,3.2945,11918.444824,8969.165039,0.833694,0.1545,26886.295417,0.644472,1.007554,0.458887,0.322151,0.346741,0.107338,0.144647,0.178898,0.102282,0.062644,0.061678,0.060316,-0.006378,-0.047572,2208.12553,0.601357,876.299784,58.912333,66.023138,0.444144,0.001041,0.172896,boys
PowcVq11vCg,0.886967,4.57539,2058.7331,4.172959,118.724249,0.089368,4.241589,2706.791185,0.470968,2897.343809,14.452603,8432.748172,5152.568592,0.762485,0.105496,28046.401188,0.563377,2.126939,0.004326,0.797967,0.122175,0.074061,0.229972,-0.117369,-0.002513,0.051556,-0.025927,-0.001163,0.039192,0.044642,1415.432099,0.493827,870.241551,58.636855,65.544132,0.410954,-0.0186,0.156128,mixed
P1TUfuacr-s,0.869246,2.242677,1809.106868,4.092858,111.924382,0.094024,3.099615,3355.791633,0.540029,3358.993334,6.945309,10198.180213,6436.073902,0.799966,0.128726,29125.631688,0.750985,1.466571,-0.082998,0.274864,-0.202655,0.27933,-0.05274,0.101691,-0.12862,-0.046813,-0.071539,-0.015912,-0.083486,0.043624,1740.671642,0.559701,949.956467,66.217529,69.524373,0.37365,-0.012496,0.160875,mixed
P2IVTQfNTmo,0.887139,4.220167,1673.899053,4.350593,127.031067,0.105246,2.688052,2859.483444,0.4569,3338.176361,8.636904,9811.983843,6014.839637,0.770667,0.119651,18755.651488,0.512657,1.772509,0.070835,0.462218,0.153533,0.243291,0.027478,0.098295,0.070821,0.085297,0.11252,0.03041,0.040138,0.055523,1210.224719,0.517657,748.84897,53.196487,63.234875,0.393108,-0.002519,0.159044,boys
QhM5cqvPfb0,0.864749,3.710765,3566.132796,4.245423,120.714676,0.096912,4.910259,2479.491678,0.460323,2651.635434,11.19652,7778.516774,4876.076229,0.757506,0.07574,17356.948344,0.656226,1.911248,-0.005599,0.426389,0.085333,0.174122,-0.026388,-0.01915,0.014816,0.03071,0.017608,0.001368,0.060092,0.035282,1283.442088,0.520392,941.543968,61.84058,66.695671,0.379537,-0.01354,0.149465,mixed
QqonAr7ajPg,0.933494,3.478177,1697.794629,4.215293,120.025143,0.085247,3.332256,3231.623908,0.524461,3507.76508,5.987119,10760.099235,6668.293296,0.80488,0.136112,27880.884515,0.717897,1.675594,0.263509,0.338403,0.103249,0.244272,-0.003393,0.128187,-0.082771,0.075921,-0.10694,0.065691,-0.032783,-0.004469,1621.41286,0.48731,902.725287,61.168551,66.839667,0.49637,-0.004864,0.154075,mixed
Qrt4cA5Te_Y,0.893035,4.169518,2310.229161,4.615832,107.814285,0.094872,2.750889,4297.077096,0.606465,4074.512459,4.271165,12562.4397,8880.106949,0.83024,0.169585,15890.221981,0.558882,1.111401,0.369353,0.527678,0.290666,0.023627,0.153831,0.127703,0.021992,0.193457,0.099591,0.028798,0.037717,0.092653,2196.349413,0.539765,868.943534,58.802367,65.573314,0.462425,-0.019124,0.168256,boys
RBB1cYpAFbc,0.922212,4.250484,1365.219101,4.146197,106.586961,0.073379,3.815261,3291.902335,0.570295,3347.768189,6.086325,10564.817748,6386.977579,0.818261,0.128889,44085.336818,0.662207,1.515243,0.068917,0.622151,-0.019953,0.184386,-0.051172,0.03159,0.015137,-0.081994,0.096742,0.003856,-0.016808,0.148388,1864.533451,0.492958,901.483722,63.027368,68.266158,0.48469,-0.013494,0.158306,mixed
RIotfIo1Blc,0.920633,3.571229,2172.8182,4.153949,106.041348,0.071748,4.12481,3336.890206,0.546834,3454.848316,5.868835,10410.148619,6973.007327,0.811262,0.127464,47842.775629,0.55561,1.673187,0.065876,0.541797,0.198248,0.248321,0.084735,0.110189,0.082904,-0.008146,0.087991,0.022554,0.078767,0.062179,1712.098446,0.514249,880.109274,54.696438,64.471024,0.497249,-0.013744,0.152115,mixed
RWhvhHg8JnU,0.891743,2.628748,1963.340355,3.937885,121.388804,0.089821,3.782379,3714.912683,0.565996,3582.010821,5.018756,11218.641756,7431.710985,0.800804,0.133075,24867.436672,0.824659,1.51357,0.3749,0.353461,-0.013145,0.282998,-0.172606,-0.040592,0.026146,-0.088597,-0.129585,-0.147142,-0.183257,-0.068007,2032.755498,0.536869,869.776301,66.631525,68.947744,0.512164,-0.003078,0.157283,mixed
RcXaVTonC7c,0.949411,3.837948,1888.92923,4.280326,124.997361,0.071935,3.034556,3673.415505,0.582047,3735.082844,4.507854,11617.911509,7741.22929,0.838672,0.146282,36891.254518,0.524135,1.513914,-0.166127,0.285935,0.066783,0.002186,0.021931,0.012625,0.057258,0.116024,0.015876,0.022427,0.041903,0.006725,1868.239367,0.530168,848.426756,55.56781,65.908297,0.474618,-0.017433,0.142528,boys
RuAaIaNv48k,0.940105,3.365471,1950.975465,4.137676,120.654753,0.078511,3.837468,3215.862575,0.578081,3357.488956,6.737083,10406.263828,6208.003898,0.811783,0.133464,35676.717887,0.663009,1.626832,-0.288867,0.817204,0.041337,0.023042,-0.02607,-0.072457,0.070791,0.136645,0.083811,-0.005336,0.118353,0.048688,1785.76661,0.525554,862.335957,62.009431,68.316587,0.518188,-0.014838,0.163066,boys
SFDQWY3IQ6A,0.913136,3.619777,1844.936125,4.044506,108.561154,0.085161,3.82298,3109.291694,0.508977,3509.06441,6.856477,10890.915934,6286.968994,0.79464,0.140793,23860.843845,0.709316,1.857618,0.019772,0.726932,0.160695,0.067716,0.113124,0.004293,-0.079053,-0.029607,0.066497,0.130852,0.033622,0.126942,1427.684347,0.469599,923.393828,60.19618,65.650056,0.399713,-0.019621,0.161071,mixed
SGDKdsICiPE,0.929381,0.711949,1704.339797,3.939482,137.621196,0.070671,4.300186,3017.515549,0.527501,3356.017496,6.955685,10333.094371,6174.18457,0.809647,0.120519,37296.890657,0.538908,1.85481,-0.318517,0.507667,-0.234287,0.115006,0.080597,-0.058529,0.073934,0.065424,0.02121,-0.032641,0.021662,0.00616,1575.537052,0.444629,898.590027,58.615462,66.772853,0.431179,-0.021368,0.16071,boys
SLSo8iqFsFE,0.874144,3.10267,1685.41558,4.371899,115.654194,0.09237,3.389127,2694.262968,0.513455,2946.6556,8.704831,8894.147933,5252.848788,0.77529,0.101377,22370.100548,0.659936,1.719653,-0.108551,0.768961,-0.234179,0.206764,0.082123,0.074596,0.133942,-0.213605,0.103471,0.093448,-0.135276,0.062249,1393.94958,0.556303,908.842201,64.741829,68.796036,0.412071,-0.021149,0.171106,boys
SeLZVNxsX2w,0.888866,1.514804,2580.728274,3.914072,113.934693,0.079167,2.900424,4438.193031,0.621233,3967.117312,3.868481,12256.238778,9006.558599,0.838195,0.152868,42362.627286,0.634689,1.433691,-0.027202,0.296959,-0.067237,0.206033,0.015258,-0.045333,-0.098859,-0.060347,-0.056425,0.079151,0.046213,-0.047408,2797.699005,0.523632,982.632531,63.613896,68.276153,0.399096,-0.008287,0.156117,mixed
SlYasXQ36eE,0.886209,6.138521,1833.097717,4.383924,166.205061,0.073374,4.667231,2252.699624,0.359402,3023.661229,13.625238,8667.939697,4685.777527,0.73202,0.100287,26790.079233,0.454716,2.510797,0.131558,0.485742,0.130883,0.208994,0.014529,0.03319,0.024352,0.087276,0.125938,0.007285,-0.003712,0.020661,907.7954,0.528152,712.83502,53.82151,62.83939,0.530526,-0.003835,0.141495,mixed
S6qGevXNPaw,0.879375,2.72506,1507.394633,4.186863,117.847214,0.099292,4.671443,2985.622936,0.507779,3226.577211,7.524926,9892.198929,5968.006716,0.785143,0.115138,21001.364632,0.770966,1.83916,-0.16843,0.348031,0.059762,0.008955,0.149985,0.070254,-0.000734,0.051407,0.068829,-0.00861,-0.007794,0.028378,1478.34817,0.514342,940.365022,61.062896,67.246991,0.425911,-0.021606,0.138731,mixed
S8Sob8gzlUg,0.89065,2.535503,2439.019791,4.658296,120.10779,0.10664,2.482463,3166.289996,0.492186,3486.355247,6.632247,10640.129411,6480.130607,0.776836,0.12752,18844.333274,0.720748,1.99417,0.124241,0.56697,0.320401,0.110965,-0.062592,0.065022,-0.004098,-0.009435,-0.081316,-0.094833,0.087461,-0.013301,1511.391162,0.546645,811.626601,62.179337,66.663361,0.437717,-0.00838,0.164592,boys
TFHBEkqysRU,0.960385,2.389102,1412.74001,3.91215,127.52245,0.082726,5.235878,3357.68036,0.636743,3247.607698,5.33237,10050.154717,6721.565651,0.830336,0.118591,38773.465792,0.429929,0.744139,-0.235845,0.653399,0.055105,0.241607,0.19882,0.280117,-0.038417,0.284772,0.112352,0.199938,-0.059307,0.006877,1800.275545,0.535017,727.009774,48.254206,63.352432,0.554455,-0.039593,0.132591,boys
THOQ7SmlwJc,0.8429,4.015024,1681.799588,4.585532,136.241062,0.165484,2.265717,3314.740357,0.519985,3577.494615,6.813164,10867.349388,6941.253982,0.787455,0.141078,24237.307944,0.565449,1.45072,-0.309771,0.147737,0.050698,0.161861,0.09717,0.022461,-0.035389,-0.083265,-0.043997,0.058336,0.027668,0.1107,1398.168317,0.589109,687.695408,63.157639,67.104411,0.45858,-0.017057,0.152279,mixed
TLdsiPBq3IE,0.919232,4.049336,2246.305666,4.341831,111.960921,0.079143,5.871028,3867.468685,0.568744,3630.35323,5.007544,11354.681396,7697.88208,0.810876,0.132081,48275.438126,0.790986,1.642363,0.542167,0.530216,-0.044215,0.114828,0.053631,-0.01084,0.108447,-0.135751,-0.074178,-0.050852,-0.021344,-0.062694,2108.036007,0.405892,969.104662,59.090318,65.771211,0.459114,-0.010466,0.144956,mixed
Tk7PvxU93oA,0.915907,5.234529,2979.842313,4.131232,121.656355,0.081528,3.827139,3205.033922,0.590171,3140.577999,6.996744,9721.133156,6243.059162,0.789597,0.108493,37746.538815,0.808311,1.406779,-0.223734,0.257109,-0.047752,-0.125524,-0.179052,-0.035282,-0.188211,0.027299,0.040583,-0.086044,-0.076588,-0.006483,2005.862069,0.471264,930.868202,71.773142,72.428262,0.489566,-0.021102,0.164791,mixed
Tubf9a3Asxw,0.827882,3.960936,2541.765025,4.307474,120.050482,0.094795,2.70112,4675.614653,0.648568,3858.693497,4.626588,12080.786425,8879.851409,0.836039,0.157081,35627.00392,0.461878,1.188467,0.444034,0.532616,0.319139,0.095595,0.205202,0.030653,0.141217,0.05029,0.040155,-0.002835,0.008499,0.03221,2805.657216,0.551546,928.581149,62.242582,66.300348,0.390422,-0.008326,0.161901,mixed
Tv-pC4g9Tp8,0.912443,4.336255,2848.047905,4.633842,128.004079,0.086353,2.999809,3845.776113,0.607942,3563.164281,5.797975,11195.675564,7558.55855,0.822441,0.136778,41692.525218,0.68463,1.431024,0.051971,0.507759,0.193186,0.115145,0.195381,-0.055229,0.024988,0.03912,-0.044696,0.071012,0.111331,-0.04235,2261.637717,0.478908,962.798987,62.603922,67.852042,0.446213,-0.003503,0.15949,boys
T6oQFzxk8HU,0.910933,2.613712,1016.22837,4.063142,139.832191,0.075505,3.301876,2926.828497,0.471098,3514.11399,7.037628,10540.082526,6515.418555,0.784135,0.127091,23700.514683,0.755198,1.966252,0.240199,0.614483,-0.095299,-0.104657,-0.108241,0.071707,0.018636,-0.038163,-0.096171,-0.05491,0.001042,0.039569,1221.824629,0.373952,602.456315,55.13029,63.713775,0.543983,0.002319,0.120394,boys
UZCoc30OxOE,0.902873,3.871664,2942.302743,4.116391,112.193238,0.084016,3.585052,3548.204529,0.508597,3803.626591,5.360892,11512.205997,7512.710669,0.78,0.143986,11948.731577,0.792625,1.496072,0.003827,0.097724,-0.123104,0.211616,-0.167336,0.010358,-0.19863,-0.150495,-0.04485,0.114952,0.174631,0.122667,1493.692115,0.548185,897.930261,63.056915,67.635281,0.432103,-0.019348,0.166758,mixed
UZI85fGTuAM,0.94631,2.823545,1521.24734,4.004063,118.565703,0.073831,5.156389,3334.666844,0.541634,3567.988344,5.297768,10871.918961,7052.89006,0.807331,0.13944,29848.643663,0.689418,1.485122,0.444263,0.759386,0.330712,0.076984,0.109945,0.003453,-0.027899,0.066895,0.030326,-0.011433,0.074618,0.054382,1509.824561,0.45614,837.090867,54.07184,62.50211,0.418748,-0.008556,0.152855,boys
Uyp8N1f5Hrg,0.95471,4.155662,1398.974498,4.599259,126.047279,0.076934,3.445615,3462.863036,0.66991,3079.721079,5.714009,9739.258786,6557.028288,0.838705,0.115293,60103.929027,0.583424,0.890948,-0.180329,0.692497,-0.232886,-0.102723,0.06208,0.067901,0.132726,0.140811,0.049704,0.017537,0.050494,-0.080317,2278.644214,0.477547,892.027815,58.483718,68.415898,0.468323,-0.013537,0.154719,boys
U8w09p6T8r4,0.928897,4.219687,2171.423,4.052487,143.155028,0.072469,4.066404,2559.344802,0.483353,2878.517182,12.304552,8244.515499,5024.105343,0.769722,0.100451,33014.243775,0.513536,1.968841,-0.260062,0.787278,-0.099117,0.317926,-0.007084,0.286972,-0.182895,-0.017776,0.074144,0.009974,-0.050495,0.008212,1378.068783,0.459436,692.670476,55.982174,64.744679,0.50508,-0.027303,0.142744,mixed
VFXSd8qc7Xk,0.937268,3.988169,3127.674803,4.833352,118.749453,0.073644,4.72038,3897.472829,0.608259,3469.370421,5.555619,10951.932277,7378.025424,0.820197,0.13534,62856.460792,0.666677,1.328605,0.193595,0.373739,-0.088727,-0.043906,0.312761,0.083898,0.157714,0.032054,-0.058302,0.015173,-0.034725,-0.165321,2287.704715,0.480149,999.730671,61.591176,67.421433,0.406075,-0.017252,0.159848,mixed
VLM53mDZT4U,0.931066,3.663273,2858.571512,4.318732,113.018553,0.087468,3.530021,3463.858878,0.534817,3663.274403,5.461595,11066.510225,7252.419003,0.802917,0.140592,31439.639145,0.643859,1.618616,0.036706,0.358849,-0.016342,-0.050869,0.204902,0.070559,0.030908,0.14098,-0.070677,0.033599,0.034812,0.061656,1574.07225,0.461412,842.788345,58.67601,66.565084,0.40234,-0.014811,0.169692,boys
VhOKmLf9JY8,0.916488,4.058546,1938.543746,4.158725,125.722265,0.078806,5.06034,3193.186351,0.478049,3606.453633,7.015204,11135.382556,6577.881537,0.786321,0.137339,25572.537779,0.76121,2.446132,-0.1775,0.449158,0.201486,-0.134396,0.22218,-0.143281,0.065631,0.053043,0.100365,-0.001048,0.010279,-0.077328,1554.287565,0.512953,970.163234,61.712442,67.034314,0.452382,-0.01503,0.154538,mixed
V5-Q-DY8WFM,0.917993,3.094061,922.349558,4.421579,125.616015,0.103214,2.661513,3844.47721,0.554328,4025.550138,4.022574,12180.887546,8522.632168,0.826248,0.150244,25338.7661,0.616134,1.849986,0.18137,0.470787,0.214233,0.227116,-0.031287,0.014901,-0.145085,-0.057554,-0.183363,-0.072419,-0.094074,-0.002093,1944.088006,0.595458,739.425825,62.679387,67.403765,0.586782,-0.036265,0.136788,mixed
WXom9NTISb8,0.960604,5.032868,1713.707736,4.576291,140.474379,0.069218,5.45015,2079.847557,0.389935,2680.020785,15.930205,7313.600165,4330.715347,0.756412,0.088014,33183.954629,0.38764,2.509914,-0.565784,0.361915,0.05506,0.116034,0.015282,0.23297,0.14458,0.079871,0.072679,0.097112,0.041579,0.043714,874.583333,0.527778,691.992342,49.141351,62.533921,0.38582,-0.023182,0.160058,boys
WYtavoRz-Jc,0.879769,3.633629,1432.865711,4.449432,109.761425,0.108738,2.022804,2951.589343,0.519516,3128.696332,7.300192,9368.095695,5903.339676,0.794175,0.11741,24887.986641,0.576088,1.545683,0.237371,0.570157,0.126424,0.095722,-0.005345,0.189834,0.031624,-0.000568,0.124622,0.03883,0.036416,0.164536,1495.338107,0.571201,825.218282,54.35169,63.832974,0.421095,-0.022759,0.158137,mixed
