stimulus_id,dynamics_rms_Mean,fluctuation_peak_PeakPosMean,fluctuation_peak_PeakMagMean,fluctuation_centroid_Mean,rhythm_tempo_Mean,rhythm_attack_time_Mean,rhythm_attack_slope_Mean,spectral_centroid_Mean,spectral_brightness_Mean,spectral_spread_Mean,spectral_skewness_Mean,spectral_kurtosis_Mean,spectral_rolloff95_Mean,spectral_rolloff85_Mean,spectral_spectentropy_Mean,spectral_flatness_Mean,spectral_roughness_Mean,spectral_irregularity_Mean,spectral_mfcc_Mean_1,spectral_mfcc_Mean_2,spectral_mfcc_Mean_3,spectral_mfcc_Mean_4,spectral_mfcc_Mean_5,spectral_mfcc_Mean_6,spectral_mfcc_Mean_7,spectral_mfcc_Mean_8,spectral_mfcc_Mean_9,spectral_mfcc_Mean_10,spectral_mfcc_Mean_11,spectral_mfcc_Mean_12,spectral_mfcc_Mean_13,timbre_zerocross_Mean,timbre_lowenergy_Mean,timbre_spectralflux_Mean,tonal_chromagram_peak_PeakPosMean,tonal_chromagram_peak_PeakMagMean,tonal_chromagram_centroid_Mean,tonal_keyclarity_Mean,tonal_mode_Mean,tonal_hcdf_Mean,target
FILn56RNEyg,0.768291,3.424037,2749.403379,4.338802,123.003635,0.179492,2.886309,3054.385873,0.463014,3360.428547,2.068489,9.071291,10167.774907,6075.736199,0.760424,0.122777,20018.990983,0.563765,2.051935,0.059245,0.097983,-0.033565,0.119849,-0.141548,0.091872,0.022017,0.064551,0.009634,0.05491,-0.093959,0.026759,1549.788991,0.586239,710.246707,64.374401,1.0,67.376053,0.478829,-0.029867,0.156254,no actors
FLJARDSdGLM,0.92114,3.419598,2281.546525,4.124869,110.522008,0.074706,5.255025,3817.575671,0.539063,3686.398866,1.381442,5.637094,11186.208427,7663.088705,0.795376,0.138603,33028.664603,0.704079,1.744445,0.497631,0.421681,0.238765,-0.052299,0.171693,0.070722,-0.09958,0.062614,0.074427,-0.005,0.034712,0.033756,2118.533686,0.445178,958.497944,61.161392,1.0,66.124157,0.446058,0.000453,0.165987,mixed
FYpPMELi0Co,0.926791,3.453873,2624.638949,4.613652,113.643165,0.072143,4.977734,3811.85902,0.57775,3597.452081,1.33753,5.07974,11239.057039,7570.992761,0.805742,0.124967,29664.270315,0.84783,1.810751,0.048324,0.532697,0.064602,-0.027411,0.104001,-0.016254,0.141537,-0.077667,-0.037091,-0.126191,-0.017442,0.024015,2260.163666,0.454992,923.34622,63.345679,1.0,68.683322,0.488609,-0.008297,0.159064,girls
FhyVUb25Ilc,0.962927,3.334673,1692.384594,4.103451,133.181155,0.063565,4.130463,3423.347013,0.582189,3489.337101,1.500257,5.741812,10636.354395,7138.874121,0.828592,0.130022,46946.017153,0.523616,1.37875,-0.324473,0.333473,-0.016807,0.061502,0.043022,0.051982,0.007881,0.154615,0.052064,0.120447,0.111235,0.085853,1906.821192,0.496689,857.923593,55.214435,1.0,65.81803,0.456546,-0.016292,0.149163,boys
FqGfNOYo0co,0.897818,3.488068,2324.576775,4.264523,119.693304,0.091765,3.892556,2019.948897,0.314758,2715.592644,3.054411,17.175139,7454.627131,3694.873935,0.685706,0.083718,16909.222978,0.804294,2.972812,0.608796,0.916559,0.176856,0.294626,0.090705,0.238404,0.216093,0.12111,0.057469,-0.060897,-0.081361,0.086515,913.212903,0.527742,701.134221,55.876782,1.0,62.372273,0.46642,-0.010886,0.152724,mixed
FsItakNM2wI,0.869191,4.244451,2882.698068,4.702722,117.085043,0.094022,4.408352,3549.58243,0.558326,3399.933042,1.516618,6.095459,10521.50834,6876.437572,0.807221,0.133376,30322.469527,0.609212,1.640317,0.265831,0.446244,-0.042129,0.075805,0.124694,-0.065939,-0.016767,0.058296,0.094383,-0.015971,0.161437,0.016061,1965.140496,0.573554,988.670685,63.4826,1.0,67.740486,0.430572,-0.022868,0.16788,mixed
FvUgpHx9nKs,0.864176,3.242215,2755.148069,4.089783,118.457429,0.103284,2.33515,3552.45169,0.601379,3364.150962,1.598778,6.7181,10467.210497,6745.119635,0.789899,0.116893,23305.980444,0.630794,1.2263,-0.161267,0.619019,-0.448561,0.024794,-0.233969,0.050194,-0.332576,0.046551,-0.015449,0.231158,0.104773,-0.13768,2151.410091,0.536869,889.871438,61.994843,1.0,68.332698,0.497924,-0.003922,0.160106,girls
GGlOzSB1R-w,0.931687,3.507354,1682.565299,4.013025,126.785641,0.080816,3.949263,3169.276989,0.473014,3665.674738,1.669963,6.306675,10905.467642,7013.673815,0.790702,0.140544,14695.277446,0.691169,1.778131,0.369173,0.292758,0.258786,0.19244,-0.128593,0.179321,-0.018374,0.099842,0.081458,0.095007,0.013186,0.091536,1333.646477,0.538937,943.373363,61.693294,1.0,64.56619,0.410946,-0.006737,0.166463,boys
GHLDC7lorFk,0.872071,3.296717,4562.137988,3.925248,130.374893,0.069636,3.267987,3411.727515,0.555761,3427.040848,1.626523,6.366342,10642.588351,6644.909732,0.815254,0.126299,57334.434997,0.42531,1.520097,-0.061438,0.469004,0.21586,-0.022562,0.253541,-0.1639,-0.009978,0.009118,-0.049628,-0.007556,0.026542,0.045451,1707.461707,0.398249,873.666329,53.904954,1.0,66.11773,0.469367,-0.01898,0.131332,no actors
GNLdz_GH8fs,0.826015,4.015128,1411.118476,4.120678,126.083138,0.149771,2.374573,3303.071756,0.478697,3395.743697,1.690689,7.239015,10082.016631,6785.532193,0.763248,0.106777,69223.432396,0.688358,2.214288,0.065076,0.07312,0.11142,0.026144,0.27204,0.048393,0.060355,-0.017801,0.028251,-0.125583,-0.097474,-0.063218,1957.012766,0.582128,620.472917,60.783283,1.0,65.333609,0.543119,0.019955,0.13349,girls
GUJ8PfvfQOU,0.85823,4.019364,2034.094046,4.103531,115.270711,0.116712,3.450394,3184.050642,0.52809,3340.557427,1.692848,6.705971,10194.124804,6437.59322,0.802955,0.131482,18967.309292,0.621284,1.561144,0.048363,0.308304,0.303535,0.12323,0.048032,0.140098,-0.071605,0.059454,0.014229,0.165999,0.049323,0.059828,1594.027094,0.583744,914.272063,56.81782,1.0,64.79702,0.39977,-0.021574,0.161161,mixed
GXojZcA86Oo,0.757558,5.666408,1468.597115,4.10531,135.260386,0.108333,3.303923,3329.594948,0.531596,3413.765322,1.820745,7.662774,10416.263606,6419.695523,0.766024,0.113117,9520.358171,0.477349,1.446098,-0.072886,0.486838,-0.006562,0.173296,-0.153751,0.150741,-0.020898,0.116556,-0.13114,0.10376,-0.061787,-0.038442,1546.225334,0.521961,687.770924,66.657475,1.0,69.372767,0.438805,-0.008532,0.135161,girls
GvMmTsqExiw,0.830026,5.934774,2696.192653,4.806252,127.729531,0.136234,2.877987,3374.934642,0.514486,3600.623312,1.677629,6.614676,11002.888569,6991.14412,0.784327,0.124292,12515.582267,0.641114,1.924223,0.115825,0.377187,0.178246,0.169331,0.043559,0.107076,-0.02118,-0.162697,-0.27221,-0.167166,-0.199951,-0.107827,1670.910064,0.67773,755.005249,64.721263,1.0,68.607488,0.58894,0.047029,0.15117,girls
HCTfaQg1fzc,0.891788,3.936488,1812.514005,4.086863,146.876534,0.08994,2.98095,2716.37195,0.415746,3296.848199,2.120494,9.008472,9752.339063,5591.662215,0.743664,0.114546,14127.847368,0.686593,2.509766,0.494306,0.516925,0.098112,0.292656,-0.038125,0.078466,0.072539,-0.120734,-0.17742,-0.034446,0.003059,-0.096813,1190.234568,0.548148,805.645425,62.348254,1.0,66.157772,0.524715,0.040686,0.148356,girls
HO-GyyhtDnA,0.822419,2.646694,2046.924691,4.084149,127.308377,0.121176,2.428013,3044.926555,0.506749,3364.525246,1.747114,6.572906,10224.027924,6368.58102,0.795993,0.123021,11644.399031,0.661156,1.70614,0.118956,0.431308,0.092736,0.132664,0.161079,-0.08532,0.036348,0.060433,0.004507,0.016034,0.003668,0.069646,1396.106965,0.585821,842.026742,62.748175,1.0,67.030459,0.39571,-0.014143,0.160968,boys
HWp1y2cHrgo,0.904843,3.789855,1940.607317,3.986074,119.796725,0.101642,3.442266,3560.563331,0.557817,3617.6098,1.525085,5.738662,11317.820231,7306.577555,0.808226,0.141259,27142.471165,0.711913,1.53312,0.215069,0.431403,0.093869,0.089748,0.062145,0.001491,0.004713,-0.056826,0.006844,-0.105524,-0.025031,0.017499,1921.645078,0.582902,875.467256,62.506977,1.0,67.097698,0.467474,-0.005622,0.166095,mixed
HjFgeL3bdeQ,0.928263,4.204048,1710.452314,4.20499,119.615743,0.081667,3.464233,3360.392796,0.557744,3469.287486,1.643886,6.547018,10707.761481,6697.179175,0.791046,0.126912,33769.706795,0.64217,1.495451,0.205452,0.679262,0.000677,0.192394,0.171187,0.058211,0.159009,-0.022715,0.079119,0.032887,0.035525,0.110054,1697.0954,0.507666,942.80316,57.291877,1.0,65.197312,0.422611,-0.016458,0.167141,boys
HkESWe-VmCw,0.852071,3.931218,1983.13907,4.201479,132.020211,0.103896,3.329524,3280.739904,0.558744,3085.969454,1.50747,6.34932,9548.386838,6383.743612,0.794224,0.103556,16667.186818,0.704231,1.444258,-0.086798,0.358825,0.162752,-0.0116,0.112678,0.255937,0.040326,0.056855,0.143401,-0.039506,-0.089468,-0.054015,1902.432083,0.59379,894.550792,63.951546,1.0,67.703886,0.444661,-0.007114,0.165036,boys
Hkae1vy8HPA,0.92322,3.962165,3552.090679,4.068371,119.788584,0.070962,3.421703,3577.164482,0.514826,3787.944789,1.584087,6.635445,11528.181523,7437.87837,0.785724,0.137877,40750.700017,0.688589,1.998485,-0.036606,0.573978,0.126194,0.032462,0.108657,0.055226,-0.000655,0.036365,0.029495,0.036118,-0.024332,0.088044,1651.116625,0.442928,814.900933,57.353707,1.0,64.79388,0.466515,-0.005259,0.153534,girls
HmN4c8UShsk,0.946478,4.04803,2799.790311,4.351594,126.070494,0.087775,5.20427,3093.991562,0.487985,3199.22578,1.814273,8.322763,9637.87221,6109.605434,0.781877,0.10858,63098.048466,0.677846,1.998524,0.219058,0.254864,-0.059947,-0.06236,0.176257,-0.159048,0.075559,-0.021329,0.004475,-0.051373,-0.045619,-0.048929,1657.119476,0.461538,831.782607,58.983106,1.0,66.803484,0.477064,-0.039315,0.156213,boys
IBDL15WTewc,0.897221,3.513422,2216.529668,4.089667,118.021504,0.079406,3.53103,3188.369617,0.539262,3236.529049,1.731306,6.786887,9918.290202,6338.879395,0.803819,0.126434,30732.081793,0.762605,1.693655,-0.177624,0.274524,0.222067,0.073904,0.144422,-0.042409,-0.044018,0.030713,0.192124,0.037399,0.012126,0.066816,1761.875809,0.510996,1001.030156,63.402275,1.0,68.107741,0.417072,-0.000173,0.156572,mixed
IUMGZBXMi0M,0.887747,1.589275,1972.479883,4.079561,111.482337,0.073467,5.209382,2827.603416,0.466383,3048.992834,2.121185,9.752789,9177.454175,5349.784666,0.766688,0.107169,25416.6138,0.585313,2.1652,0.205835,0.446291,-0.055589,0.070065,0.179969,0.005255,0.07533,0.010243,0.065482,0.040313,0.059799,0.068511,1599.026063,0.522634,803.753833,53.993457,1.0,63.634123,0.428232,-0.010118,0.158641,boys
IdUirgutDgk,0.93445,3.06432,1294.573453,4.145771,139.898126,0.057279,3.53122,1823.134951,0.296437,2786.667248,3.574732,23.560402,7348.650802,3780.962171,0.713163,0.086459,28058.776856,0.435003,3.153084,0.024577,0.724127,0.191715,0.222125,0.046316,0.026532,-0.022117,0.103632,0.032109,0.051491,0.005842,0.025099,683.084312,0.472785,704.74122,53.221569,1.0,61.132626,0.615416,-4.1e-05,0.140109,no actors
IgiFNotHmKg,0.931009,3.82582,1893.110321,4.009883,133.247064,0.065222,5.665632,3072.143209,0.502895,3151.082465,1.945351,8.646175,9578.446662,5845.599373,0.769856,0.112869,29126.332318,0.9568,2.003494,-0.006939,0.547872,0.049766,0.036476,0.086467,0.079509,0.120584,0.082536,-0.014367,0.005289,-0.019019,-0.11312,1668.419753,0.453086,927.151287,63.233728,1.0,67.522582,0.430574,-0.011794,0.149363,girls
Ig3eyG9baPw,0.907536,3.158467,2895.510633,4.121371,120.079583,0.079648,4.52352,3428.271163,0.535238,3420.865178,1.712305,7.986128,10347.176494,6829.883259,0.78991,0.128251,33289.662222,0.769287,1.719858,0.237877,0.172147,0.07986,0.015592,0.201718,0.115932,-0.060682,0.185052,-0.0639,-0.06207,0.012564,-0.043135,1947.333333,0.508108,966.811527,62.346924,1.0,66.896729,0.467547,-0.011021,0.155885,mixed
Ik1vebgUXxA,0.924256,4.415106,2355.886623,4.046498,112.006017,0.075279,3.968812,3124.897139,0.482879,3373.722443,1.927326,8.243325,10309.924358,6161.519591,0.784984,0.119951,30361.245834,0.689051,2.1413,0.008762,0.421764,0.109288,0.100044,0.180156,0.089556,-0.022183,-0.034819,0.050567,-0.097195,0.079884,-0.127828,1634.61285,0.453048,870.080024,55.212895,1.0,63.909142,0.360432,-0.010262,0.151761,mixed
InjI6hTzBNQ,0.893753,3.824152,1966.048193,4.07514,135.413341,0.082872,3.8314,3803.192386,0.566054,3728.434082,1.395299,5.015453,11684.483603,7659.939642,0.810933,0.151224,31530.908363,0.810272,1.570598,0.289099,0.453986,0.060049,0.031823,0.04237,-0.055705,-0.026692,0.104202,-0.035329,0.046329,0.009152,-0.011336,1912.639069,0.437257,942.744695,63.955921,1.0,67.410916,0.409178,-0.017478,0.159022,mixed
JBT_A2TyPCQ,0.923325,4.158954,2075.788609,4.191511,123.544269,0.076642,4.051535,4855.944605,0.67833,4265.582497,1.041384,4.593425,13064.839031,9895.807375,0.844392,0.170288,43042.110357,0.693251,1.072808,-0.266831,0.666931,0.227758,0.345486,0.240172,0.152196,0.08946,0.111626,0.166709,-0.17054,-0.078818,0.084293,2842.340426,0.485957,914.341883,63.496628,1.0,68.540916,0.532518,-0.014144,0.172871,mixed
JGR4ryWa8u0,0.91531,1.346662,2045.479131,4.100832,121.120502,0.096081,3.870101,2833.600795,0.512531,3014.635791,2.063953,9.277535,9172.527534,5366.611006,0.783921,0.110403,27229.065893,0.634518,1.768784,-0.200035,0.687797,0.04959,0.193609,0.273311,-0.093891,0.011385,0.074933,0.109509,0.073346,0.185745,0.08026,1527.295775,0.442254,914.058807,54.637584,1.0,65.084064,0.411915,-0.011526,0.158586,boys
JUaDM8hQBqw,0.927489,4.043987,2064.826161,4.23803,107.421658,0.085227,4.780745,3365.18211,0.52388,3453.732258,1.684316,6.971019,10453.086771,6735.02937,0.790155,0.126169,25233.246639,0.771974,1.639382,-0.007576,0.343851,-0.001271,0.305096,-0.010651,0.020123,-0.033486,0.130501,0.041312,0.171949,-0.076842,-0.050621,1750.345679,0.506173,949.775044,63.536645,1.0,68.243376,0.463029,-0.012171,0.155962,girls
JU2XXwkCav4,0.937506,5.529427,2013.113154,4.194984,164.80568,0.097369,6.456567,2095.200473,0.360435,2692.32624,2.872445,17.900882,7244.295601,4601.804518,0.711771,0.081792,28624.155105,0.455659,2.406083,0.420487,0.895945,-0.082229,0.527909,0.114028,0.328014,0.11642,0.103503,0.082358,0.129617,-0.034744,0.069162,920.440468,0.58362,572.900275,54.156258,1.0,60.51205,0.673471,-0.022207,0.115042,boys
JXF8t1yznCk,0.909543,3.794583,2910.533083,4.088276,135.662743,0.071271,4.129967,3530.532757,0.508659,3847.942611,1.481241,5.130177,11751.754653,7773.07014,0.801307,0.147078,32134.297312,0.662362,1.918469,0.03415,0.343413,0.229242,0.169246,0.159161,0.047975,0.027983,0.025208,0.129203,-0.002561,-0.000574,0.03618,1554.459016,0.545902,880.315343,56.009223,1.0,64.411606,0.424033,-0.023746,0.138767,mixed
Jj-N2q3MRIc,0.905011,3.842957,1943.748831,4.075907,115.596159,0.082887,3.659257,4610.64571,0.652191,4006.978643,0.899271,3.41691,12356.542969,9220.948792,0.848312,0.160089,39403.28092,0.728248,1.210763,0.088838,0.249524,-0.094415,0.076617,0.099742,0.166287,0.047599,-0.083984,-0.115796,-0.09688,-0.049401,-0.029228,2655.959233,0.495204,901.058503,64.765456,1.0,69.797249,0.492126,-0.003666,0.149008,girls
Jq4T0dXB_60,0.892182,1.305737,2779.176678,4.082108,123.614672,0.089294,3.080443,2813.805,0.489245,3076.239408,1.921686,8.362569,9133.411274,5575.512395,0.76661,0.111382,17659.857217,0.697824,1.642656,0.089542,0.355241,-0.081114,0.054092,0.037549,0.112175,-0.04468,-0.03818,-0.029743,0.075135,0.111345,0.114398,1216.880952,0.575,836.688239,60.842531,1.0,66.920604,0.424629,-0.026608,0.164505,mixed
Jw4UaI4irBA,0.900559,3.515803,2602.587378,4.326315,119.143118,0.12875,1.523236,3152.410447,0.519611,3360.482106,1.517224,5.900735,10101.023261,6703.726913,0.815621,0.116751,34888.125869,0.439695,1.730434,0.285531,0.305348,0.063432,0.25437,0.06866,0.16285,0.052621,-0.034808,-0.012682,-0.072734,0.002689,0.127303,1701.963696,0.613861,709.614854,53.539318,1.0,64.354385,0.534512,-0.011739,0.140127,boys
J1jTgT6DVfs,0.812265,3.450627,2022.071913,4.352205,142.29348,0.108019,2.309397,3178.803008,0.505733,3301.00134,2.010532,9.034394,10001.946662,5966.244399,0.752313,0.114138,5385.926945,0.671739,1.971347,0.041109,0.836265,-0.148203,0.281102,-0.059605,0.18345,-0.022224,-0.024044,-0.16675,0.022055,-0.103992,-0.188857,1985.029289,0.568201,832.8078,65.566732,1.0,69.148176,0.458448,-0.003603,0.166049,no actors
J5HhmWTTGEM,0.896193,3.915348,1638.415224,4.150547,115.742372,0.075862,4.047918,3575.626591,0.476233,3890.934971,1.491671,5.83985,11594.006496,7657.535441,0.766737,0.1351,17325.951282,0.745697,2.082493,0.327325,0.422391,0.052272,0.250625,0.082432,0.100266,0.035904,-0.008963,0.10546,0.058196,0.01768,0.014594,1693.069224,0.493745,841.315197,60.808716,1.0,65.082523,0.453349,-0.009973,0.173879,girls
KD1XHjYhvVU,0.867767,5.665774,4308.40857,4.162503,152.941482,0.065183,3.661574,2283.424722,0.35297,2943.29641,3.058369,18.432329,8214.574816,4510.354594,0.71448,0.080662,27871.990696,0.647865,3.219269,0.205078,0.549167,-0.138025,-0.121004,0.305363,0.230775,-0.051187,-0.163309,-0.118857,-0.060191,-0.111957,0.062317,1369.852528,0.525983,700.99076,65.164494,1.0,65.745817,0.633296,0.035295,0.125697,mixed
KEEFbsGQueI,0.858988,2.818266,1978.27477,4.363254,123.963483,0.107857,2.459031,2618.366668,0.464373,2865.523248,2.366325,12.124998,8338.265453,4836.636891,0.742781,0.100031,18709.305485,0.695542,2.29042,0.14783,0.947028,0.443864,-0.011747,0.224421,0.050163,0.166952,0.034783,-0.13339,-0.070809,-0.113444,-0.092808,1409.693593,0.524605,908.540028,59.159532,1.0,64.688233,0.38769,-0.005268,0.15615,no actors
KJSFkldABdY,0.899968,3.297422,1827.608846,4.094869,129.400077,0.080162,5.404707,3498.512246,0.518833,3406.77315,1.690232,7.09512,10452.148438,6778.84318,0.781688,0.119427,28990.171555,0.84144,2.139593,0.195122,0.374973,0.204985,0.00993,0.193661,-0.059383,0.03348,-0.011668,-0.056693,0.092648,-0.040253,0.028233,2068.950777,0.481865,935.746776,62.112203,1.0,67.07075,0.430612,0.006151,0.152472,mixed
KUif1Bpvyfk,0.964232,2.406948,2360.272007,4.023532,137.851874,0.079529,4.378351,2300.437849,0.459523,2694.427081,2.615577,14.937597,7485.367943,4341.382694,0.744745,0.094603,42545.652902,0.459924,1.588047,-0.152529,0.64874,-0.085267,0.295819,-0.053853,0.239033,0.044119,0.205941,0.108984,0.225559,0.121213,0.114685,1158.399366,0.578447,690.446204,51.082442,1.0,61.216071,0.480126,0.044449,0.142463,boys
KfDNYin9fDA,0.876433,1.614425,2853.481969,4.047835,120.453552,0.100639,2.194117,4326.497862,0.654972,3678.19261,1.121487,4.864241,11587.637752,8348.588492,0.835238,0.145951,48577.478121,0.66161,1.106998,0.235809,0.508234,0.152477,0.191097,0.204351,-0.027088,-0.018054,0.108125,-0.054897,0.006528,0.112939,-0.072692,2613.759305,0.53598,955.148427,62.994544,1.0,67.628069,0.451608,0.000954,0.169433,boys
Kgdwd6Pqip4,0.881259,2.828672,1677.005899,4.290796,123.236395,0.067698,4.877946,3301.140891,0.49025,3752.781831,1.559044,5.617115,11260.521329,7298.312121,0.797809,0.12323,24344.543701,0.460044,2.015918,0.015276,0.226887,0.118903,0.137418,0.065923,0.089453,0.010803,-0.018254,-0.010819,0.150804,0.109244,0.07933,1509.233425,0.473757,648.823159,53.32502,1.0,63.771864,0.528404,-0.033667,0.129758,mixed
KpdJNeu2Y34,0.91913,4.204743,2494.828446,4.365771,122.961672,0.071875,4.63614,3047.252725,0.513565,3313.227467,1.868246,7.723837,10069.828234,6134.887631,0.78473,0.122115,23006.077876,0.653064,1.696532,-0.032718,0.51541,-0.062563,0.367988,-0.062499,0.131353,-0.064317,0.049598,-0.002985,0.115447,0.019802,0.048697,1535.984252,0.471566,848.06207,58.261766,1.0,66.530379,0.487798,-0.014422,0.15354,girls
KqXriV8Mi3Y,0.897452,4.191296,2429.390128,4.081981,121.492181,0.083378,3.995448,3417.0674,0.544805,3437.435021,1.587449,6.254799,10675.661252,6652.279129,0.79767,0.122388,29218.583188,0.828492,1.753151,-0.042363,0.513046,-0.269662,0.133064,-0.241319,-0.002934,-0.032927,0.064997,0.01189,0.022589,0.070167,-0.082571,1712.422259,0.512275,928.67913,65.359333,1.0,68.677089,0.460334,-0.015108,0.169045,girls
KyAoy9PiJEk,0.843633,2.10142,1300.655151,4.159643,103.004152,0.114471,2.37139,3527.257515,0.543153,3640.239991,1.589697,6.013871,11178.982892,7197.501086,0.79313,0.141118,11731.316614,0.683874,1.554765,-0.023789,0.275867,-0.110941,0.146699,-0.079485,0.060742,-0.001738,0.001905,-0.1405,-0.141819,-0.196196,0.025011,1759.101796,0.542344,888.607187,64.405314,1.0,68.751913,0.433948,-0.015427,0.162727,mixed
Kz2v4QYRsBw,0.924731,3.954698,1934.740871,4.0125,114.33348,0.072182,5.324597,3388.690426,0.571436,3155.257465,1.603515,6.736301,9799.738165,6447.063593,0.800921,0.110908,59207.492903,0.867917,1.867872,-0.150231,0.547162,-0.19325,0.06158,-0.218394,0.026944,-0.021284,-0.078921,-0.12416,-0.095223,-0.195446,-0.110767,2077.907574,0.478819,964.926412,66.082907,1.0,71.101652,0.48634,0.006981,0.15891,mixed
K1T7llOr_VQ,0.844342,6.001863,1996.931716,4.019345,129.863143,0.09432,4.365986,3145.89115,0.468187,3572.389122,1.742656,6.790406,10798.440764,6709.651094,0.766392,0.119977,24778.517131,0.673189,1.964886,0.457782,0.565421,0.161075,0.278612,-0.005231,0.203709,0.112876,0.167143,0.080902,-0.18616,-0.173343,-0.014555,1454.273292,0.552795,765.475404,58.210554,1.0,64.332568,0.527934,0.029755,0.146457,mixed
K2JvLAtwVcY,0.865506,3.272403,1717.863513,4.593971,113.590231,0.089683,5.446174,2738.041961,0.456418,2977.629358,2.312048,11.197075,8935.104598,5095.022596,0.768425,0.105388,52743.943934,0.487963,2.402371,-0.23722,0.458451,0.141564,0.065269,0.074877,0.093855,0.026505,0.035234,-0.034551,-0.032008,0.050733,0.012701,1527.139364,0.502037,765.142884,51.609615,1.0,63.304627,0.416307,-0.022014,0.15275,boys
K8KoD8249XE,0.913326,2.6199,2239.675417,3.953157,131.190432,0.077867,4.905634,3152.190584,0.518061,3331.727091,1.635567,6.158215,10213.330078,6401.861572,0.793434,0.12195,16101.04695,0.843906,1.593107,0.01202,0.440753,0.194472,0.111832,-0.082758,0.012688,-0.056167,0.113029,-0.058163,-0.044417,-0.13049,-0.165062,1546.464812,0.446809,876.927436,63.778,1.0,67.467456,0.413716,-0.023142,0.157979,boys
LEmyGcnBMms,0.905902,3.97677,2251.557913,4.767714,133.273581,0.075258,3.55869,3891.946796,0.614058,3685.698771,1.317827,4.893268,11579.144627,7748.140689,0.830337,0.142624,50463.903177,0.627238,1.347055,0.086042,0.572204,0.117897,0.166439,0.035417,0.117747,0.037102,-0.062522,0.08608,0.002686,0.071909,0.037995,2270.293638,0.48124,967.234007,56.307642,1.0,65.251168,0.45806,-0.019707,0.141702,mixed
